id_registro,fecha_semana,anio,mes,tipo_residuo,descripcion,kg_generados,kg_reciclados,kg_disposicion,operador_retiro,tasa_reciclaje
RES-001420,2019-05-06,2019,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.79,19.08,VerdeLogística,20.0670297444491
RES-001421,2019-05-06,2019,5,Plástico,"Film, espumas y plásticos varios",7.82,0.0,7.82,VerdeLogística,0.0
RES-001422,2019-05-06,2019,5,E-waste,Componentes y productos defectuosos,5.5,1.0,4.5,EcoRetiro SA,18.181818181818183
RES-001423,2019-05-06,2019,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.31,0.43,1.88,EcoRetiro SA,18.614718614718615
RES-001424,2019-05-06,2019,5,Residuo general,Residuos de oficina y comedor,7.76,0.0,7.76,Municipal,0.0
RES-001425,2019-05-06,2019,5,Papel y cartón of.,Papel de impresión y documentos,2.97,0.53,2.44,EcoRetiro SA,17.845117845117844
RES-001426,2019-05-13,2019,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.54,22.95,EcoRetiro SA,16.515096398690435
RES-001427,2019-05-13,2019,5,Plástico,"Film, espumas y plásticos varios",9.53,0.0,9.53,EcoRetiro SA,0.0
RES-001428,2019-05-13,2019,5,E-waste,Componentes y productos defectuosos,5.52,0.79,4.73,VerdeLogística,14.311594202898553
RES-001429,2019-05-13,2019,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.47,0.23,1.24,Municipal,15.646258503401361
RES-001430,2019-05-13,2019,5,Residuo general,Residuos de oficina y comedor,7.55,0.0,7.55,EcoRetiro SA,0.0
RES-001431,2019-05-13,2019,5,Papel y cartón of.,Papel de impresión y documentos,3.35,0.57,2.79,VerdeLogística,17.014925373134325
RES-001432,2019-05-20,2019,5,Embalaje cartón,Cajas y embalajes de productos,18.68,3.68,15.0,VerdeLogística,19.700214132762316
RES-001433,2019-05-20,2019,5,Plástico,"Film, espumas y plásticos varios",10.3,0.0,10.3,Municipal,0.0
RES-001434,2019-05-20,2019,5,E-waste,Componentes y productos defectuosos,5.53,1.02,4.51,Municipal,18.44484629294756
RES-001435,2019-05-20,2019,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.75,0.35,1.4,VerdeLogística,20.0
RES-001436,2019-05-20,2019,5,Residuo general,Residuos de oficina y comedor,8.17,0.0,8.17,VerdeLogística,0.0
RES-001437,2019-05-20,2019,5,Papel y cartón of.,Papel de impresión y documentos,3.05,0.53,2.52,Municipal,17.377049180327873
RES-001438,2019-05-27,2019,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.71,20.25,Municipal,18.870192307692307
RES-001439,2019-05-27,2019,5,Plástico,"Film, espumas y plásticos varios",7.3,0.0,7.3,Municipal,0.0
RES-001440,2019-05-27,2019,5,E-waste,Componentes y productos defectuosos,5.05,0.88,4.17,Municipal,17.425742574257427
RES-001441,2019-05-27,2019,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.96,0.33,1.64,VerdeLogística,16.836734693877553
RES-001442,2019-05-27,2019,5,Residuo general,Residuos de oficina y comedor,8.71,0.0,8.71,EcoRetiro SA,0.0
RES-001443,2019-05-27,2019,5,Papel y cartón of.,Papel de impresión y documentos,2.8,0.45,2.35,EcoRetiro SA,16.071428571428573
RES-001444,2019-06-03,2019,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.76,18.21,VerdeLogística,20.72268175881585
RES-001445,2019-06-03,2019,6,Plástico,"Film, espumas y plásticos varios",9.9,0.0,9.9,EcoRetiro SA,0.0
RES-001446,2019-06-03,2019,6,E-waste,Componentes y productos defectuosos,5.31,0.92,4.38,Municipal,17.325800376647837
RES-001447,2019-06-03,2019,6,Pilas y baterías,Pilas agotadas y baterías de litio,1.53,0.27,1.26,Municipal,17.647058823529413
RES-001448,2019-06-03,2019,6,Residuo general,Residuos de oficina y comedor,8.08,0.0,8.08,Municipal,0.0
RES-001449,2019-06-03,2019,6,Papel y cartón of.,Papel de impresión y documentos,3.32,0.59,2.74,Municipal,17.771084337349397
RES-001450,2019-06-10,2019,6,Embalaje cartón,Cajas y embalajes de productos,21.93,4.3,17.63,Municipal,19.607843137254903
RES-001451,2019-06-10,2019,6,Plástico,"Film, espumas y plásticos varios",9.33,0.0,9.33,EcoRetiro SA,0.0
RES-001452,2019-06-10,2019,6,E-waste,Componentes y productos defectuosos,4.88,0.81,4.07,EcoRetiro SA,16.598360655737707
RES-001453,2019-06-10,2019,6,Pilas y baterías,Pilas agotadas y baterías de litio,1.97,0.34,1.63,EcoRetiro SA,17.258883248730967
RES-001454,2019-06-10,2019,6,Residuo general,Residuos de oficina y comedor,7.17,0.0,7.17,Municipal,0.0
RES-001455,2019-06-10,2019,6,Papel y cartón of.,Papel de impresión y documentos,3.27,0.58,2.68,EcoRetiro SA,17.737003058103976
RES-001456,2019-06-17,2019,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.07,22.9,VerdeLogística,18.126564175902754
RES-001457,2019-06-17,2019,6,Plástico,"Film, espumas y plásticos varios",9.35,0.0,9.35,VerdeLogística,0.0
RES-001458,2019-06-17,2019,6,E-waste,Componentes y productos defectuosos,5.29,0.91,4.37,Municipal,17.20226843100189
RES-001459,2019-06-17,2019,6,Pilas y baterías,Pilas agotadas y baterías de litio,1.74,0.31,1.44,VerdeLogística,17.81609195402299
RES-001460,2019-06-17,2019,6,Residuo general,Residuos de oficina y comedor,8.36,0.0,8.36,VerdeLogística,0.0
RES-001461,2019-06-17,2019,6,Papel y cartón of.,Papel de impresión y documentos,3.48,0.64,2.85,Municipal,18.39080459770115
RES-001462,2019-06-24,2019,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,30.32,Municipal,18.58216970998926
RES-001463,2019-06-24,2019,6,Plástico,"Film, espumas y plásticos varios",7.31,0.0,7.31,EcoRetiro SA,0.0
RES-001464,2019-06-24,2019,6,E-waste,Componentes y productos defectuosos,6.08,1.22,4.86,VerdeLogística,20.06578947368421
RES-001465,2019-06-24,2019,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.0,0.31,1.69,Municipal,15.5
RES-001466,2019-06-24,2019,6,Residuo general,Residuos de oficina y comedor,5.68,0.0,5.68,VerdeLogística,0.0
RES-001467,2019-06-24,2019,6,Papel y cartón of.,Papel de impresión y documentos,3.07,0.5,2.58,VerdeLogística,16.286644951140065
RES-001468,2019-07-01,2019,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.14,19.78,Municipal,17.307692307692303
RES-001469,2019-07-01,2019,7,Plástico,"Film, espumas y plásticos varios",12.06,0.0,12.06,EcoRetiro SA,0.0
RES-001470,2019-07-01,2019,7,E-waste,Componentes y productos defectuosos,6.44,1.09,5.34,Municipal,16.925465838509318
RES-001471,2019-07-01,2019,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.95,0.38,1.57,EcoRetiro SA,19.48717948717949
RES-001472,2019-07-01,2019,7,Residuo general,Residuos de oficina y comedor,7.94,0.0,7.94,Municipal,0.0
RES-001473,2019-07-01,2019,7,Papel y cartón of.,Papel de impresión y documentos,3.27,0.66,2.61,VerdeLogística,20.18348623853211
RES-001474,2019-07-08,2019,7,Embalaje cartón,Cajas y embalajes de productos,21.84,4.31,17.54,Municipal,19.734432234432234
RES-001475,2019-07-08,2019,7,Plástico,"Film, espumas y plásticos varios",9.3,0.0,9.3,Municipal,0.0
RES-001476,2019-07-08,2019,7,E-waste,Componentes y productos defectuosos,3.79,0.6,3.19,VerdeLogística,15.831134564643797
RES-001477,2019-07-08,2019,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.79,0.37,1.43,VerdeLogística,20.670391061452513
RES-001478,2019-07-08,2019,7,Residuo general,Residuos de oficina y comedor,7.65,0.0,7.65,Municipal,0.0
RES-001479,2019-07-08,2019,7,Papel y cartón of.,Papel de impresión y documentos,2.98,0.62,2.36,Municipal,20.80536912751678
RES-001480,2019-07-15,2019,7,Embalaje cartón,Cajas y embalajes de productos,21.82,3.77,18.04,Municipal,17.277726856095324
RES-001481,2019-07-15,2019,7,Plástico,"Film, espumas y plásticos varios",9.92,0.0,9.92,VerdeLogística,0.0
RES-001482,2019-07-15,2019,7,E-waste,Componentes y productos defectuosos,5.67,1.06,4.62,Municipal,18.69488536155203
RES-001483,2019-07-15,2019,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.25,0.37,1.88,VerdeLogística,16.444444444444446
RES-001484,2019-07-15,2019,7,Residuo general,Residuos de oficina y comedor,5.61,0.0,5.61,VerdeLogística,0.0
RES-001485,2019-07-15,2019,7,Papel y cartón of.,Papel de impresión y documentos,3.31,0.48,2.82,Municipal,14.501510574018125
RES-001486,2019-07-22,2019,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.0,20.89,EcoRetiro SA,19.312475859405176
RES-001487,2019-07-22,2019,7,Plástico,"Film, espumas y plásticos varios",11.55,0.0,11.55,EcoRetiro SA,0.0
RES-001488,2019-07-22,2019,7,E-waste,Componentes y productos defectuosos,5.61,1.21,4.4,Municipal,21.56862745098039
RES-001489,2019-07-22,2019,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.65,0.34,1.31,VerdeLogística,20.60606060606061
RES-001490,2019-07-22,2019,7,Residuo general,Residuos de oficina y comedor,6.9,0.0,6.9,VerdeLogística,0.0
RES-001491,2019-07-22,2019,7,Papel y cartón of.,Papel de impresión y documentos,3.14,0.57,2.56,Municipal,18.152866242038215
RES-001492,2019-07-29,2019,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.76,24.94,EcoRetiro SA,16.032334119232065
RES-001493,2019-07-29,2019,7,Plástico,"Film, espumas y plásticos varios",13.05,0.0,13.05,Municipal,0.0
RES-001494,2019-07-29,2019,7,E-waste,Componentes y productos defectuosos,3.88,0.69,3.19,Municipal,17.783505154639172
RES-001495,2019-07-29,2019,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.26,0.45,1.81,EcoRetiro SA,19.911504424778766
RES-001496,2019-07-29,2019,7,Residuo general,Residuos de oficina y comedor,6.13,0.0,6.13,VerdeLogística,0.0
RES-001497,2019-07-29,2019,7,Papel y cartón of.,Papel de impresión y documentos,2.2,0.45,1.75,EcoRetiro SA,20.454545454545453
RES-001498,2019-08-05,2019,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,3.73,21.87,EcoRetiro SA,14.570312499999998
RES-001499,2019-08-05,2019,8,Plástico,"Film, espumas y plásticos varios",9.12,0.0,9.12,VerdeLogística,0.0
RES-001500,2019-08-05,2019,8,E-waste,Componentes y productos defectuosos,5.09,1.02,4.07,Municipal,20.039292730844796
RES-001501,2019-08-05,2019,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.97,0.35,1.62,Municipal,17.76649746192893
RES-001502,2019-08-05,2019,8,Residuo general,Residuos de oficina y comedor,7.5,0.0,7.5,EcoRetiro SA,0.0
RES-001503,2019-08-05,2019,8,Papel y cartón of.,Papel de impresión y documentos,3.9,0.77,3.14,EcoRetiro SA,19.743589743589745
RES-001504,2019-08-12,2019,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.01,22.25,EcoRetiro SA,18.378576669112253
RES-001505,2019-08-12,2019,8,Plástico,"Film, espumas y plásticos varios",10.17,0.0,10.17,Municipal,0.0
RES-001506,2019-08-12,2019,8,E-waste,Componentes y productos defectuosos,4.94,0.97,3.97,VerdeLogística,19.63562753036437
RES-001507,2019-08-12,2019,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.96,0.31,1.65,Municipal,15.816326530612246
RES-001508,2019-08-12,2019,8,Residuo general,Residuos de oficina y comedor,7.63,0.0,7.63,Municipal,0.0
RES-001509,2019-08-12,2019,8,Papel y cartón of.,Papel de impresión y documentos,3.13,0.64,2.49,VerdeLogística,20.447284345047926
RES-001510,2019-08-19,2019,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.52,23.35,VerdeLogística,16.21815572299964
RES-001511,2019-08-19,2019,8,Plástico,"Film, espumas y plásticos varios",11.42,0.0,11.42,EcoRetiro SA,0.0
RES-001512,2019-08-19,2019,8,E-waste,Componentes y productos defectuosos,3.49,0.65,2.84,EcoRetiro SA,18.624641833810887
RES-001513,2019-08-19,2019,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.87,0.29,1.58,Municipal,15.50802139037433
RES-001514,2019-08-19,2019,8,Residuo general,Residuos de oficina y comedor,6.42,0.0,6.42,VerdeLogística,0.0
RES-001515,2019-08-19,2019,8,Papel y cartón of.,Papel de impresión y documentos,3.81,0.72,3.09,Municipal,18.89763779527559
RES-001516,2019-08-26,2019,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.15,20.95,EcoRetiro SA,19.731800766283524
RES-001517,2019-08-26,2019,8,Plástico,"Film, espumas y plásticos varios",9.53,0.0,9.53,VerdeLogística,0.0
RES-001518,2019-08-26,2019,8,E-waste,Componentes y productos defectuosos,6.9,1.21,5.69,VerdeLogística,17.53623188405797
RES-001519,2019-08-26,2019,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.1,0.23,0.87,VerdeLogística,20.909090909090907
RES-001520,2019-08-26,2019,8,Residuo general,Residuos de oficina y comedor,4.35,0.0,4.35,EcoRetiro SA,0.0
RES-001521,2019-08-26,2019,8,Papel y cartón of.,Papel de impresión y documentos,3.0,0.58,2.42,Municipal,19.333333333333332
RES-001522,2019-09-02,2019,9,Embalaje cartón,Cajas y embalajes de productos,15.99,2.84,13.16,VerdeLogística,17.761100687929954
RES-001523,2019-09-02,2019,9,Plástico,"Film, espumas y plásticos varios",9.64,0.0,9.64,Municipal,0.0
RES-001524,2019-09-02,2019,9,E-waste,Componentes y productos defectuosos,6.51,1.23,5.28,Municipal,18.894009216589865
RES-001525,2019-09-02,2019,9,Pilas y baterías,Pilas agotadas y baterías de litio,1.66,0.28,1.38,Municipal,16.867469879518072
RES-001526,2019-09-02,2019,9,Residuo general,Residuos de oficina y comedor,6.55,0.0,6.55,VerdeLogística,0.0
RES-001527,2019-09-02,2019,9,Papel y cartón of.,Papel de impresión y documentos,2.25,0.38,1.87,Municipal,16.88888888888889
RES-001528,2019-09-09,2019,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.68,24.52,Municipal,18.807947019867548
RES-001529,2019-09-09,2019,9,Plástico,"Film, espumas y plásticos varios",10.51,0.0,10.51,VerdeLogística,0.0
RES-001530,2019-09-09,2019,9,E-waste,Componentes y productos defectuosos,4.68,0.68,4.0,Municipal,14.529914529914532
RES-001531,2019-09-09,2019,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.26,0.45,1.81,EcoRetiro SA,19.911504424778766
RES-001532,2019-09-09,2019,9,Residuo general,Residuos de oficina y comedor,7.99,0.0,7.99,VerdeLogística,0.0
RES-001533,2019-09-09,2019,9,Papel y cartón of.,Papel de impresión y documentos,3.48,0.6,2.87,Municipal,17.241379310344826
RES-001534,2019-09-16,2019,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.16,20.75,Municipal,16.70012043356082
RES-001535,2019-09-16,2019,9,Plástico,"Film, espumas y plásticos varios",10.45,0.0,10.45,Municipal,0.0
RES-001536,2019-09-16,2019,9,E-waste,Componentes y productos defectuosos,5.56,1.06,4.5,Municipal,19.064748201438853
RES-001537,2019-09-16,2019,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.32,0.4,1.92,VerdeLogística,17.24137931034483
RES-001538,2019-09-16,2019,9,Residuo general,Residuos de oficina y comedor,8.4,0.0,8.4,EcoRetiro SA,0.0
RES-001539,2019-09-16,2019,9,Papel y cartón of.,Papel de impresión y documentos,2.79,0.59,2.2,Municipal,21.14695340501792
RES-001540,2019-09-23,2019,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.55,24.38,VerdeLogística,18.543267624457066
RES-001541,2019-09-23,2019,9,Plástico,"Film, espumas y plásticos varios",8.75,0.0,8.75,EcoRetiro SA,0.0
RES-001542,2019-09-23,2019,9,E-waste,Componentes y productos defectuosos,5.93,0.94,4.99,VerdeLogística,15.851602023608768
RES-001543,2019-09-23,2019,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.21,0.31,1.89,Municipal,14.027149321266968
RES-001544,2019-09-23,2019,9,Residuo general,Residuos de oficina y comedor,6.54,0.0,6.54,EcoRetiro SA,0.0
RES-001545,2019-09-23,2019,9,Papel y cartón of.,Papel de impresión y documentos,3.29,0.68,2.62,Municipal,20.66869300911854
RES-001546,2019-09-30,2019,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.54,21.52,EcoRetiro SA,17.421335379892557
RES-001547,2019-09-30,2019,9,Plástico,"Film, espumas y plásticos varios",8.45,0.0,8.45,Municipal,0.0
RES-001548,2019-09-30,2019,9,E-waste,Componentes y productos defectuosos,5.28,0.78,4.5,EcoRetiro SA,14.772727272727273
RES-001549,2019-09-30,2019,9,Pilas y baterías,Pilas agotadas y baterías de litio,1.96,0.43,1.53,EcoRetiro SA,21.93877551020408
RES-001550,2019-09-30,2019,9,Residuo general,Residuos de oficina y comedor,7.95,0.0,7.95,VerdeLogística,0.0
RES-001551,2019-09-30,2019,9,Papel y cartón of.,Papel de impresión y documentos,3.32,0.49,2.83,Municipal,14.759036144578314
RES-001552,2019-10-07,2019,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.2,23.7,VerdeLogística,20.728853226345702
RES-001553,2019-10-07,2019,10,Plástico,"Film, espumas y plásticos varios",10.2,0.0,10.2,EcoRetiro SA,0.0
RES-001554,2019-10-07,2019,10,E-waste,Componentes y productos defectuosos,6.25,1.05,5.2,Municipal,16.8
RES-001555,2019-10-07,2019,10,Pilas y baterías,Pilas agotadas y baterías de litio,1.99,0.46,1.54,VerdeLogística,23.115577889447238
RES-001556,2019-10-07,2019,10,Residuo general,Residuos de oficina y comedor,7.25,0.0,7.25,EcoRetiro SA,0.0
RES-001557,2019-10-07,2019,10,Papel y cartón of.,Papel de impresión y documentos,3.98,0.86,3.11,EcoRetiro SA,21.608040201005025
RES-001558,2019-10-14,2019,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.68,21.66,Municipal,17.76765375854214
RES-001559,2019-10-14,2019,10,Plástico,"Film, espumas y plásticos varios",7.92,0.0,7.92,EcoRetiro SA,0.0
RES-001560,2019-10-14,2019,10,E-waste,Componentes y productos defectuosos,6.18,1.11,5.07,VerdeLogística,17.96116504854369
RES-001561,2019-10-14,2019,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.05,0.35,1.7,EcoRetiro SA,17.073170731707318
RES-001562,2019-10-14,2019,10,Residuo general,Residuos de oficina y comedor,8.15,0.0,8.15,Municipal,0.0
RES-001563,2019-10-14,2019,10,Papel y cartón of.,Papel de impresión y documentos,3.34,0.6,2.74,EcoRetiro SA,17.964071856287426
RES-001564,2019-10-21,2019,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.22,23.84,Municipal,17.962835512732276
RES-001565,2019-10-21,2019,10,Plástico,"Film, espumas y plásticos varios",9.66,0.0,9.66,EcoRetiro SA,0.0
RES-001566,2019-10-21,2019,10,E-waste,Componentes y productos defectuosos,4.76,0.84,3.92,EcoRetiro SA,17.647058823529413
RES-001567,2019-10-21,2019,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.06,0.28,1.78,VerdeLogística,13.59223300970874
RES-001568,2019-10-21,2019,10,Residuo general,Residuos de oficina y comedor,8.4,0.0,8.4,Municipal,0.0
RES-001569,2019-10-21,2019,10,Papel y cartón of.,Papel de impresión y documentos,3.55,0.78,2.77,EcoRetiro SA,21.971830985915496
RES-001570,2019-10-28,2019,10,Embalaje cartón,Cajas y embalajes de productos,21.25,3.78,17.47,Municipal,17.788235294117648
RES-001571,2019-10-28,2019,10,Plástico,"Film, espumas y plásticos varios",10.55,0.0,10.55,VerdeLogística,0.0
RES-001572,2019-10-28,2019,10,E-waste,Componentes y productos defectuosos,5.67,0.94,4.73,EcoRetiro SA,16.57848324514991
RES-001573,2019-10-28,2019,10,Pilas y baterías,Pilas agotadas y baterías de litio,1.62,0.29,1.33,VerdeLogística,17.90123456790123
RES-001574,2019-10-28,2019,10,Residuo general,Residuos de oficina y comedor,9.24,0.0,9.24,VerdeLogística,0.0
RES-001575,2019-10-28,2019,10,Papel y cartón of.,Papel de impresión y documentos,3.12,0.56,2.56,EcoRetiro SA,17.94871794871795
RES-001576,2019-11-04,2019,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.06,21.07,Municipal,19.364714887102945
RES-001577,2019-11-04,2019,11,Plástico,"Film, espumas y plásticos varios",10.37,0.0,10.37,EcoRetiro SA,0.0
RES-001578,2019-11-04,2019,11,E-waste,Componentes y productos defectuosos,4.66,0.88,3.78,VerdeLogística,18.884120171673818
RES-001579,2019-11-04,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.88,0.31,1.57,VerdeLogística,16.48936170212766
RES-001580,2019-11-04,2019,11,Residuo general,Residuos de oficina y comedor,6.54,0.0,6.54,VerdeLogística,0.0
RES-001581,2019-11-04,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.08,0.52,2.56,VerdeLogística,16.883116883116884
RES-001582,2019-11-11,2019,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,3.83,19.79,EcoRetiro SA,16.221939855993224
RES-001583,2019-11-11,2019,11,Plástico,"Film, espumas y plásticos varios",11.21,0.0,11.21,Municipal,0.0
RES-001584,2019-11-11,2019,11,E-waste,Componentes y productos defectuosos,5.38,0.9,4.49,Municipal,16.728624535315987
RES-001585,2019-11-11,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.55,0.33,1.23,EcoRetiro SA,21.290322580645164
RES-001586,2019-11-11,2019,11,Residuo general,Residuos de oficina y comedor,5.98,0.0,5.98,Municipal,0.0
RES-001587,2019-11-11,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.25,0.62,2.63,Municipal,19.076923076923077
RES-001588,2019-11-18,2019,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.36,18.9,VerdeLogística,18.74462596732588
RES-001589,2019-11-18,2019,11,Plástico,"Film, espumas y plásticos varios",10.61,0.0,10.61,EcoRetiro SA,0.0
RES-001590,2019-11-18,2019,11,E-waste,Componentes y productos defectuosos,6.44,1.23,5.21,EcoRetiro SA,19.099378881987576
RES-001591,2019-11-18,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.98,0.34,1.64,Municipal,17.171717171717173
RES-001592,2019-11-18,2019,11,Residuo general,Residuos de oficina y comedor,10.2,0.0,10.2,EcoRetiro SA,0.0
RES-001593,2019-11-18,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.63,0.61,3.02,VerdeLogística,16.804407713498623
RES-001594,2019-11-25,2019,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.85,21.07,Municipal,18.711419753086417
RES-001595,2019-11-25,2019,11,Plástico,"Film, espumas y plásticos varios",9.85,0.0,9.85,Municipal,0.0
RES-001596,2019-11-25,2019,11,E-waste,Componentes y productos defectuosos,7.23,1.29,5.94,EcoRetiro SA,17.842323651452283
RES-001597,2019-11-25,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.05,0.4,1.65,VerdeLogística,19.512195121951223
RES-001598,2019-11-25,2019,11,Residuo general,Residuos de oficina y comedor,6.69,0.0,6.69,Municipal,0.0
RES-001599,2019-11-25,2019,11,Papel y cartón of.,Papel de impresión y documentos,2.87,0.59,2.28,VerdeLogística,20.557491289198605
RES-001600,2019-12-02,2019,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,4.07,20.52,Municipal,16.55144367629118
RES-001601,2019-12-02,2019,12,Plástico,"Film, espumas y plásticos varios",10.14,0.0,10.14,EcoRetiro SA,0.0
RES-001602,2019-12-02,2019,12,E-waste,Componentes y productos defectuosos,5.84,1.19,4.65,EcoRetiro SA,20.376712328767123
RES-001603,2019-12-02,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.42,0.44,1.97,VerdeLogística,18.181818181818183
RES-001604,2019-12-02,2019,12,Residuo general,Residuos de oficina y comedor,9.74,0.0,9.74,EcoRetiro SA,0.0
RES-001605,2019-12-02,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.72,0.69,3.02,Municipal,18.548387096774192
RES-001606,2019-12-09,2019,12,Embalaje cartón,Cajas y embalajes de productos,21.56,4.58,16.99,VerdeLogística,21.243042671614102
RES-001607,2019-12-09,2019,12,Plástico,"Film, espumas y plásticos varios",11.76,0.0,11.76,EcoRetiro SA,0.0
RES-001608,2019-12-09,2019,12,E-waste,Componentes y productos defectuosos,4.68,0.79,3.89,EcoRetiro SA,16.88034188034188
RES-001609,2019-12-09,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.66,0.27,1.4,Municipal,16.26506024096386
RES-001610,2019-12-09,2019,12,Residuo general,Residuos de oficina y comedor,9.28,0.0,9.28,VerdeLogística,0.0
RES-001611,2019-12-09,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.16,0.53,2.63,VerdeLogística,16.77215189873418
RES-001612,2019-12-16,2019,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.37,22.13,VerdeLogística,19.527272727272727
RES-001613,2019-12-16,2019,12,Plástico,"Film, espumas y plásticos varios",11.86,0.0,11.86,Municipal,0.0
RES-001614,2019-12-16,2019,12,E-waste,Componentes y productos defectuosos,6.24,1.2,5.05,EcoRetiro SA,19.23076923076923
RES-001615,2019-12-16,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.82,0.33,1.49,EcoRetiro SA,18.13186813186813
RES-001616,2019-12-16,2019,12,Residuo general,Residuos de oficina y comedor,7.76,0.0,7.76,VerdeLogística,0.0
RES-001617,2019-12-16,2019,12,Papel y cartón of.,Papel de impresión y documentos,2.02,0.38,1.64,VerdeLogística,18.81188118811881
RES-001618,2019-12-23,2019,12,Embalaje cartón,Cajas y embalajes de productos,18.37,3.55,14.83,VerdeLogística,19.32498639085465
RES-001619,2019-12-23,2019,12,Plástico,"Film, espumas y plásticos varios",9.31,0.0,9.31,EcoRetiro SA,0.0
RES-001620,2019-12-23,2019,12,E-waste,Componentes y productos defectuosos,5.4,0.92,4.48,EcoRetiro SA,17.037037037037038
RES-001621,2019-12-23,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.89,0.33,1.56,Municipal,17.460317460317462
RES-001622,2019-12-23,2019,12,Residuo general,Residuos de oficina y comedor,8.89,0.0,8.89,VerdeLogística,0.0
RES-001623,2019-12-23,2019,12,Papel y cartón of.,Papel de impresión y documentos,2.61,0.47,2.14,EcoRetiro SA,18.007662835249043
RES-001624,2019-12-30,2019,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.46,27.06,Municipal,16.789667896678964
RES-001625,2019-12-30,2019,12,Plástico,"Film, espumas y plásticos varios",9.86,0.0,9.86,EcoRetiro SA,0.0
RES-001626,2019-12-30,2019,12,E-waste,Componentes y productos defectuosos,6.44,1.41,5.03,VerdeLogística,21.894409937888195
RES-001627,2019-12-30,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.56,0.46,2.11,Municipal,17.96875
RES-001628,2019-12-30,2019,12,Residuo general,Residuos de oficina y comedor,8.26,0.0,8.26,Municipal,0.0
RES-001629,2019-12-30,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.02,0.6,2.42,EcoRetiro SA,19.867549668874172
RES-001630,2020-01-06,2020,1,Embalaje cartón,Cajas y embalajes de productos,22.1475,5.31,19.88,VerdeLogística,21.079793568876536
RES-001631,2020-01-06,2020,1,Plástico,"Film, espumas y plásticos varios",7.29,0.0,7.29,Municipal,0.0
RES-001632,2020-01-06,2020,1,E-waste,Componentes y productos defectuosos,6.49,1.25,5.23,VerdeLogística,19.260400616332817
