id_ticket,fecha,hora,anio,mes,id_producto,nombre_producto,categoria,cantidad,precio_unitario,descuento_pct,subtotal_ars,medio_pago,vendedor,canal
TK-18785,2021-01-21,20:59,2021,1,P011,"Monitor 24""",Periféricos,1,169744.91,0.15,144283.17,Crédito 1 cuota,V03-Martínez,Local físico
TK-18785,2021-01-21,20:59,2021,1,P001,Smartphone Gama Media,Smartphones,1,141833.93,0.1,127650.54,Crédito 1 cuota,V03-Martínez,Local físico
TK-18785,2021-01-21,20:59,2021,1,P003,"Notebook 15""",Computación,1,556168.18,0.05,528359.77,Crédito 1 cuota,V03-Martínez,Local físico
TK-18786,2021-01-21,09:43,2021,1,P003,"Notebook 15""",Computación,1,561405.76,0.0,561405.76,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18787,2021-01-21,19:06,2021,1,P003,"Notebook 15""",Computación,1,560481.48,0.0,560481.48,Crédito 6 cuotas,V02-García,Local físico
TK-18788,2021-01-21,09:02,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9964.78,0.0,9964.78,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18788,2021-01-21,09:02,2021,1,P011,"Monitor 24""",Periféricos,1,178574.08,0.0,178574.08,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18788,2021-01-21,09:02,2021,1,P003,"Notebook 15""",Computación,1,536876.62,0.0,536876.62,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18789,2021-01-21,18:32,2021,1,P012,Disco SSD 1TB,Almacenamiento,1,57417.14,0.0,57417.14,Crédito 6 cuotas,V02-García,Local físico
TK-18790,2021-01-21,09:11,2021,1,P006,"Smart TV 43""",TV/Audio,1,345661.03,0.0,345661.03,Crédito 3 cuotas,V05-Fernández,Local físico
TK-18791,2021-01-21,20:48,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9931.4,0.1,8938.26,Efectivo,V03-Martínez,Local físico
TK-18792,2021-01-21,20:09,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26972.36,0.0,26972.36,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18793,2021-01-22,11:10,2021,1,P005,"Tablet 10""",Tablets,1,175480.96,0.05,166706.91,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18793,2021-01-22,11:10,2021,1,P007,"Smart TV 55""",TV/Audio,1,573399.66,0.0,573399.66,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18794,2021-01-22,19:41,2021,1,P003,"Notebook 15""",Computación,1,551343.18,0.0,551343.18,Crédito 1 cuota,V01-López,Local físico
TK-18795,2021-01-22,10:08,2021,1,P013,Router WiFi 6,Redes,1,46376.87,0.0,46376.87,Crédito 1 cuota,V02-García,Local físico
TK-18796,2021-01-22,09:02,2021,1,P013,Router WiFi 6,Redes,2,45291.61,0.1,81524.9,Débito,V01-López,Local físico
TK-18797,2021-01-22,12:58,2021,1,P013,Router WiFi 6,Redes,1,47520.25,0.0,47520.25,Débito,V01-López,Local físico
TK-18798,2021-01-22,09:59,2021,1,P003,"Notebook 15""",Computación,1,585650.99,0.0,585650.99,Crédito 3 cuotas,V05-Fernández,Local físico
TK-18799,2021-01-22,20:49,2021,1,P005,"Tablet 10""",Tablets,2,170586.47,0.15,289996.99,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18800,2021-01-22,10:03,2021,1,P004,Notebook Ultra,Computación,1,867173.24,0.1,780455.91,Crédito 1 cuota,V01-López,Local físico
TK-18801,2021-01-22,09:46,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9759.0,0.0,9759.0,Efectivo,V02-García,Local físico
TK-18802,2021-01-22,19:46,2021,1,P008,Auriculares Bluetooth,Accesorios,1,24649.95,0.0,24649.95,Crédito 1 cuota,V03-Martínez,Local físico
TK-18803,2021-01-22,10:44,2021,1,P011,"Monitor 24""",Periféricos,1,164190.86,0.05,155981.32,Crédito 6 cuotas,V01-López,Local físico
TK-18803,2021-01-22,10:44,2021,1,P003,"Notebook 15""",Computación,1,564882.34,0.0,564882.34,Crédito 6 cuotas,V01-López,Local físico
TK-18803,2021-01-22,10:44,2021,1,P005,"Tablet 10""",Tablets,1,164820.21,0.1,148338.19,Crédito 6 cuotas,V01-López,Local físico
TK-18804,2021-01-22,09:53,2021,1,P001,Smartphone Gama Media,Smartphones,1,139922.26,0.05,132926.15,Transferencia,V01-López,Local físico
TK-18804,2021-01-22,09:53,2021,1,P007,"Smart TV 55""",TV/Audio,1,593486.73,0.15,504463.72,Transferencia,V01-López,Local físico
TK-18805,2021-01-23,11:25,2021,1,P002,Smartphone Gama Alta,Smartphones,1,358286.88,0.0,358286.88,Efectivo,V03-Martínez,Local físico
TK-18806,2021-01-23,09:28,2021,1,P006,"Smart TV 43""",TV/Audio,1,358562.13,0.1,322705.91,Débito,V04-Rodríguez,Local físico
TK-18807,2021-01-23,10:38,2021,1,P011,"Monitor 24""",Periféricos,1,165894.93,0.0,165894.93,Débito,V01-López,Local físico
TK-18808,2021-01-23,17:32,2021,1,P012,Disco SSD 1TB,Almacenamiento,1,55082.14,0.0,55082.14,Débito,V04-Rodríguez,Local físico
TK-18809,2021-01-23,18:22,2021,1,P003,"Notebook 15""",Computación,1,575349.99,0.0,575349.99,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18810,2021-01-23,18:04,2021,1,P009,Mouse Inalámbrico,Periféricos,2,9610.64,0.05,18260.22,Crédito 1 cuota,V05-Fernández,Local físico
TK-18810,2021-01-23,18:04,2021,1,P011,"Monitor 24""",Periféricos,1,167887.06,0.1,151098.35,Crédito 1 cuota,V05-Fernández,Local físico
TK-18811,2021-01-23,18:39,2021,1,P002,Smartphone Gama Alta,Smartphones,1,359838.86,0.15,305863.03,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18811,2021-01-23,18:39,2021,1,P007,"Smart TV 55""",TV/Audio,1,591057.51,0.0,591057.51,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18812,2021-01-23,14:00,2021,1,P001,Smartphone Gama Media,Smartphones,1,134784.03,0.0,134784.03,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18813,2021-01-23,12:22,2021,1,P001,Smartphone Gama Media,Smartphones,2,141778.98,0.0,283557.95,Débito,V04-Rodríguez,Local físico
TK-18814,2021-01-23,09:40,2021,1,P012,Disco SSD 1TB,Almacenamiento,1,55659.88,0.0,55659.88,Crédito 3 cuotas,V05-Fernández,Local físico
TK-18815,2021-01-23,10:34,2021,1,P015,Servicio Técnico,Servicios,3,15237.89,0.0,45713.68,Crédito 1 cuota,V02-García,Local físico
TK-18816,2021-01-23,16:23,2021,1,P004,Notebook Ultra,Computación,1,865241.88,0.1,778717.69,Transferencia,V03-Martínez,Local físico
TK-18817,2021-01-23,10:03,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9796.43,0.0,9796.43,Crédito 3 cuotas,V05-Fernández,Local físico
TK-18818,2021-01-23,09:15,2021,1,P001,Smartphone Gama Media,Smartphones,1,136341.29,0.0,136341.29,Débito,V01-López,Local físico
TK-18818,2021-01-23,09:15,2021,1,P006,"Smart TV 43""",TV/Audio,1,322882.53,0.1,290594.28,Débito,V01-López,Local físico
TK-18819,2021-01-23,10:20,2021,1,P007,"Smart TV 55""",TV/Audio,1,555294.77,0.0,555294.77,Transferencia,V04-Rodríguez,Local físico
TK-18820,2021-01-23,19:54,2021,1,P010,Teclado Mecánico,Periféricos,1,39538.26,0.0,39538.26,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18820,2021-01-23,19:54,2021,1,P001,Smartphone Gama Media,Smartphones,1,133772.23,0.0,133772.23,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18821,2021-01-23,13:45,2021,1,P014,Cámara IP Seguridad,Seguridad,1,68323.26,0.0,68323.26,Crédito 1 cuota,V03-Martínez,Local físico
TK-18821,2021-01-23,13:45,2021,1,P008,Auriculares Bluetooth,Accesorios,1,25373.47,0.15,21567.45,Crédito 1 cuota,V03-Martínez,Local físico
TK-18822,2021-01-25,12:48,2021,1,P002,Smartphone Gama Alta,Smartphones,1,344719.17,0.0,344719.17,Débito,V03-Martínez,Local físico
TK-18822,2021-01-25,12:48,2021,1,P007,"Smart TV 55""",TV/Audio,1,581285.64,0.0,581285.64,Débito,V03-Martínez,Local físico
TK-18823,2021-01-25,14:06,2021,1,P008,Auriculares Bluetooth,Accesorios,1,25831.07,0.0,25831.07,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18824,2021-01-25,12:12,2021,1,P001,Smartphone Gama Media,Smartphones,1,140576.11,0.0,140576.11,Crédito 3 cuotas,V02-García,Local físico
TK-18825,2021-01-25,14:57,2021,1,P004,Notebook Ultra,Computación,1,890605.5,0.0,890605.5,Crédito 6 cuotas,V01-López,Local físico
TK-18825,2021-01-25,14:57,2021,1,P001,Smartphone Gama Media,Smartphones,3,133685.81,0.0,401057.44,Crédito 6 cuotas,V01-López,Local físico
TK-18826,2021-01-25,12:23,2021,1,P013,Router WiFi 6,Redes,1,48516.01,0.1,43664.41,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18826,2021-01-25,12:23,2021,1,P001,Smartphone Gama Media,Smartphones,1,135576.77,0.0,135576.77,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18827,2021-01-25,12:06,2021,1,P009,Mouse Inalámbrico,Periféricos,1,10134.77,0.0,10134.77,Crédito 6 cuotas,V01-López,Local físico
TK-18827,2021-01-25,12:06,2021,1,P012,Disco SSD 1TB,Almacenamiento,1,54735.28,0.0,54735.28,Crédito 6 cuotas,V01-López,Local físico
TK-18827,2021-01-25,12:06,2021,1,P001,Smartphone Gama Media,Smartphones,2,143435.64,0.0,286871.28,Crédito 6 cuotas,V01-López,Local físico
TK-18828,2021-01-25,18:50,2021,1,P006,"Smart TV 43""",TV/Audio,1,340701.35,0.0,340701.35,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18829,2021-01-25,12:03,2021,1,P006,"Smart TV 43""",TV/Audio,1,356166.14,0.1,320549.53,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18830,2021-01-25,17:19,2021,1,P001,Smartphone Gama Media,Smartphones,1,135201.51,0.0,135201.51,Crédito 6 cuotas,V01-López,Local físico
TK-18831,2021-01-25,11:40,2021,1,P010,Teclado Mecánico,Periféricos,1,37403.75,0.0,37403.75,Crédito 3 cuotas,V02-García,Local físico
TK-18831,2021-01-25,11:40,2021,1,P003,"Notebook 15""",Computación,1,577052.22,0.0,577052.22,Crédito 3 cuotas,V02-García,Local físico
TK-18832,2021-01-25,09:26,2021,1,P008,Auriculares Bluetooth,Accesorios,1,27422.21,0.0,27422.21,Efectivo,V03-Martínez,Local físico
TK-18832,2021-01-25,09:26,2021,1,P003,"Notebook 15""",Computación,1,568777.77,0.0,568777.77,Efectivo,V03-Martínez,Local físico
TK-18833,2021-01-26,17:33,2021,1,P001,Smartphone Gama Media,Smartphones,1,141205.64,0.0,141205.64,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18834,2021-01-26,16:42,2021,1,P011,"Monitor 24""",Periféricos,1,164412.09,0.0,164412.09,Crédito 6 cuotas,V01-López,Local físico
TK-18835,2021-01-26,10:26,2021,1,P005,"Tablet 10""",Tablets,1,174256.67,0.0,174256.67,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18836,2021-01-26,16:36,2021,1,P001,Smartphone Gama Media,Smartphones,1,147773.39,0.0,147773.39,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18837,2021-01-26,12:51,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26388.06,0.0,26388.06,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18838,2021-01-26,17:27,2021,1,P005,"Tablet 10""",Tablets,1,169713.97,0.0,169713.97,Efectivo,V02-García,Local físico
TK-18839,2021-01-26,11:13,2021,1,P001,Smartphone Gama Media,Smartphones,1,133592.33,0.05,126912.72,Crédito 6 cuotas,V01-López,Local físico
TK-18839,2021-01-26,11:13,2021,1,P008,Auriculares Bluetooth,Accesorios,1,25780.95,0.1,23202.86,Crédito 6 cuotas,V01-López,Local físico
TK-18839,2021-01-26,11:13,2021,1,P002,Smartphone Gama Alta,Smartphones,1,370638.88,0.0,370638.88,Crédito 6 cuotas,V01-López,Local físico
TK-18840,2021-01-26,15:22,2021,1,P005,"Tablet 10""",Tablets,2,158927.62,0.05,301962.48,Crédito 6 cuotas,V01-López,Local físico
TK-18841,2021-01-26,09:00,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26876.81,0.0,26876.81,Crédito 3 cuotas,V03-Martínez,Local físico
TK-18842,2021-01-26,11:52,2021,1,P012,Disco SSD 1TB,Almacenamiento,3,53630.85,0.1,144803.31,Débito,V01-López,Local físico
TK-18843,2021-01-26,14:51,2021,1,P003,"Notebook 15""",Computación,1,594741.6,0.15,505530.36,Transferencia,V01-López,Local físico
TK-18844,2021-01-27,15:43,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26164.24,0.0,26164.24,Crédito 1 cuota,V03-Martínez,Local físico
TK-18844,2021-01-27,15:43,2021,1,P005,"Tablet 10""",Tablets,1,170841.7,0.0,170841.7,Crédito 1 cuota,V03-Martínez,Local físico
TK-18845,2021-01-27,18:50,2021,1,P005,"Tablet 10""",Tablets,1,168448.39,0.1,151603.55,Débito,V05-Fernández,Local físico
TK-18846,2021-01-27,16:15,2021,1,P007,"Smart TV 55""",TV/Audio,1,573912.55,0.0,573912.55,Transferencia,V03-Martínez,Local físico
TK-18847,2021-01-27,18:16,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9434.93,0.0,9434.93,Débito,V03-Martínez,Local físico
TK-18847,2021-01-27,18:16,2021,1,P010,Teclado Mecánico,Periféricos,1,38605.5,0.0,38605.5,Débito,V03-Martínez,Local físico
TK-18848,2021-01-27,19:35,2021,1,P003,"Notebook 15""",Computación,3,574456.15,0.0,1723368.45,Crédito 3 cuotas,V01-López,Local físico
TK-18849,2021-01-27,16:04,2021,1,P007,"Smart TV 55""",TV/Audio,1,576686.88,0.0,576686.88,Efectivo,V05-Fernández,Local físico
TK-18850,2021-01-27,20:07,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9548.36,0.0,9548.36,Crédito 1 cuota,V03-Martínez,Local físico
TK-18851,2021-01-27,17:56,2021,1,P003,"Notebook 15""",Computación,1,531416.73,0.0,531416.73,Débito,V04-Rodríguez,Local físico
TK-18852,2021-01-27,10:41,2021,1,P009,Mouse Inalámbrico,Periféricos,1,10215.54,0.0,10215.54,Efectivo,V04-Rodríguez,Local físico
TK-18852,2021-01-27,10:41,2021,1,P005,"Tablet 10""",Tablets,1,168603.43,0.0,168603.43,Efectivo,V04-Rodríguez,Local físico
TK-18852,2021-01-27,10:41,2021,1,P002,Smartphone Gama Alta,Smartphones,1,362573.93,0.0,362573.93,Efectivo,V04-Rodríguez,Local físico
TK-18853,2021-01-27,19:30,2021,1,P013,Router WiFi 6,Redes,1,48187.11,0.15,40959.04,Débito,V05-Fernández,Local físico
TK-18853,2021-01-27,19:30,2021,1,P001,Smartphone Gama Media,Smartphones,1,143847.2,0.15,122270.12,Débito,V05-Fernández,Local físico
TK-18854,2021-01-27,13:59,2021,1,P008,Auriculares Bluetooth,Accesorios,1,27665.25,0.0,27665.25,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18855,2021-01-27,14:44,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9695.53,0.0,9695.53,Crédito 1 cuota,V05-Fernández,Local físico
TK-18856,2021-01-27,16:06,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26868.47,0.0,26868.47,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18857,2021-01-28,18:00,2021,1,P003,"Notebook 15""",Computación,1,559860.78,0.05,531867.74,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18858,2021-01-28,12:10,2021,1,P001,Smartphone Gama Media,Smartphones,1,135787.29,0.05,128997.93,Crédito 1 cuota,V01-López,Local físico
TK-18858,2021-01-28,12:10,2021,1,P009,Mouse Inalámbrico,Periféricos,1,10210.53,0.0,10210.53,Crédito 1 cuota,V01-López,Local físico
TK-18859,2021-01-28,16:00,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26277.2,0.0,26277.2,Débito,V01-López,Local físico
TK-18860,2021-01-28,18:29,2021,1,P001,Smartphone Gama Media,Smartphones,1,137152.48,0.0,137152.48,Débito,V04-Rodríguez,Local físico
TK-18861,2021-01-28,18:49,2021,1,P010,Teclado Mecánico,Periféricos,1,36888.62,0.05,35044.19,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18862,2021-01-28,09:06,2021,1,P008,Auriculares Bluetooth,Accesorios,2,26710.38,0.0,53420.77,Efectivo,V02-García,Local físico
TK-18863,2021-01-28,14:12,2021,1,P001,Smartphone Gama Media,Smartphones,1,133128.89,0.0,133128.89,Débito,V01-López,Local físico
TK-18864,2021-01-28,11:49,2021,1,P003,"Notebook 15""",Computación,1,544015.05,0.0,544015.05,Débito,V02-García,Local físico
TK-18864,2021-01-28,11:49,2021,1,P008,Auriculares Bluetooth,Accesorios,1,27332.21,0.0,27332.21,Débito,V02-García,Local físico
TK-18865,2021-01-28,15:22,2021,1,P013,Router WiFi 6,Redes,1,47854.84,0.0,47854.84,Crédito 1 cuota,V05-Fernández,Local físico
TK-18866,2021-01-28,18:05,2021,1,P013,Router WiFi 6,Redes,1,46121.53,0.0,46121.53,Débito,V04-Rodríguez,Local físico
TK-18867,2021-01-28,15:19,2021,1,P004,Notebook Ultra,Computación,1,945999.14,0.05,898699.18,Crédito 3 cuotas,V02-García,Local físico
TK-18868,2021-01-28,13:38,2021,1,P009,Mouse Inalámbrico,Periféricos,2,10141.12,0.0,20282.24,Crédito 6 cuotas,V03-Martínez,Local físico
TK-18869,2021-01-28,14:30,2021,1,P003,"Notebook 15""",Computación,1,559050.61,0.05,531098.08,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18869,2021-01-28,14:30,2021,1,P004,Notebook Ultra,Computación,2,893823.98,0.15,1519500.76,Crédito 6 cuotas,V05-Fernández,Local físico
TK-18870,2021-01-28,20:39,2021,1,P001,Smartphone Gama Media,Smartphones,2,136984.87,0.1,246572.77,Crédito 3 cuotas,V01-López,Local físico
TK-18871,2021-01-28,20:56,2021,1,P006,"Smart TV 43""",TV/Audio,1,333315.38,0.0,333315.38,Crédito 6 cuotas,V01-López,Local físico
TK-18872,2021-01-29,20:11,2021,1,P005,"Tablet 10""",Tablets,1,170570.7,0.15,144985.09,Efectivo,V01-López,Local físico
TK-18872,2021-01-29,20:11,2021,1,P007,"Smart TV 55""",TV/Audio,1,560610.9,0.15,476519.27,Efectivo,V01-López,Local físico
TK-18873,2021-01-29,09:52,2021,1,P014,Cámara IP Seguridad,Seguridad,1,68248.28,0.1,61423.46,Débito,V04-Rodríguez,Local físico
TK-18874,2021-01-29,13:52,2021,1,P007,"Smart TV 55""",TV/Audio,1,580390.17,0.0,580390.17,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18875,2021-01-29,13:18,2021,1,P003,"Notebook 15""",Computación,1,556693.9,0.15,473189.82,Débito,V03-Martínez,Local físico
TK-18876,2021-01-29,18:58,2021,1,P004,Notebook Ultra,Computación,1,867734.49,0.0,867734.49,Crédito 6 cuotas,V02-García,Local físico
TK-18877,2021-01-29,13:30,2021,1,P001,Smartphone Gama Media,Smartphones,1,141171.96,0.1,127054.76,Crédito 1 cuota,V01-López,Local físico
TK-18878,2021-01-29,11:57,2021,1,P008,Auriculares Bluetooth,Accesorios,1,27619.39,0.15,23476.48,Crédito 1 cuota,V03-Martínez,Local físico
TK-18879,2021-01-29,18:53,2021,1,P003,"Notebook 15""",Computación,2,578333.3,0.0,1156666.6,Débito,V05-Fernández,Local físico
TK-18880,2021-01-29,15:13,2021,1,P013,Router WiFi 6,Redes,2,44723.41,0.0,89446.83,Débito,V05-Fernández,Local físico
TK-18881,2021-01-29,18:43,2021,1,P003,"Notebook 15""",Computación,2,591574.8,0.05,1123992.12,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18882,2021-01-29,16:07,2021,1,P012,Disco SSD 1TB,Almacenamiento,2,59432.63,0.0,118865.26,Efectivo,V01-López,Local físico
TK-18883,2021-01-29,09:34,2021,1,P001,Smartphone Gama Media,Smartphones,1,134169.64,0.0,134169.64,Crédito 6 cuotas,V01-López,Local físico
TK-18884,2021-01-30,18:30,2021,1,P001,Smartphone Gama Media,Smartphones,1,136166.06,0.0,136166.06,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18885,2021-01-30,18:36,2021,1,P008,Auriculares Bluetooth,Accesorios,1,26598.32,0.15,22608.57,Débito,V03-Martínez,Local físico
TK-18886,2021-01-30,18:36,2021,1,P004,Notebook Ultra,Computación,1,840473.0,0.05,798449.35,Crédito 3 cuotas,V01-López,Local físico
TK-18887,2021-01-30,20:19,2021,1,P006,"Smart TV 43""",TV/Audio,1,319909.97,0.1,287918.98,Débito,V03-Martínez,Local físico
TK-18887,2021-01-30,20:19,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9704.18,0.1,8733.77,Débito,V03-Martínez,Local físico
TK-18888,2021-01-30,17:00,2021,1,P013,Router WiFi 6,Redes,1,48078.21,0.0,48078.21,Crédito 3 cuotas,V05-Fernández,Local físico
TK-18889,2021-01-30,10:48,2021,1,P013,Router WiFi 6,Redes,1,46437.78,0.0,46437.78,Débito,V03-Martínez,Local físico
TK-18889,2021-01-30,10:48,2021,1,P001,Smartphone Gama Media,Smartphones,1,138362.65,0.05,131444.51,Débito,V03-Martínez,Local físico
TK-18890,2021-01-30,12:31,2021,1,P008,Auriculares Bluetooth,Accesorios,1,25591.77,0.0,25591.77,Transferencia,V05-Fernández,Local físico
TK-18891,2021-01-30,17:08,2021,1,P009,Mouse Inalámbrico,Periféricos,1,9656.42,0.0,9656.42,Efectivo,V01-López,Local físico
TK-18892,2021-01-30,13:39,2021,1,P008,Auriculares Bluetooth,Accesorios,1,25493.69,0.0,25493.69,Crédito 1 cuota,V03-Martínez,Local físico
TK-18892,2021-01-30,13:39,2021,1,P002,Smartphone Gama Alta,Smartphones,1,387752.53,0.0,387752.53,Crédito 1 cuota,V03-Martínez,Local físico
TK-18892,2021-01-30,13:39,2021,1,P012,Disco SSD 1TB,Almacenamiento,1,54608.0,0.05,51877.6,Crédito 1 cuota,V03-Martínez,Local físico
TK-18893,2021-01-30,09:04,2021,1,P006,"Smart TV 43""",TV/Audio,1,344406.54,0.0,344406.54,Crédito 1 cuota,V03-Martínez,Local físico
TK-18894,2021-01-30,17:07,2021,1,P002,Smartphone Gama Alta,Smartphones,1,370725.54,0.0,370725.54,Débito,V02-García,Local físico
TK-18895,2021-01-30,20:23,2021,1,P002,Smartphone Gama Alta,Smartphones,1,368448.6,0.0,368448.6,Transferencia,V02-García,Local físico
TK-18896,2021-02-01,17:15,2021,2,P002,Smartphone Gama Alta,Smartphones,1,386941.16,0.0,386941.16,Débito,V05-Fernández,Local físico
TK-18897,2021-02-01,19:07,2021,2,P011,"Monitor 24""",Periféricos,1,170367.48,0.1,153330.73,Débito,V04-Rodríguez,Local físico
TK-18898,2021-02-01,09:03,2021,2,P009,Mouse Inalámbrico,Periféricos,1,9635.54,0.0,9635.54,Débito,V04-Rodríguez,Local físico
TK-18898,2021-02-01,09:03,2021,2,P003,"Notebook 15""",Computación,1,571803.22,0.0,571803.22,Débito,V04-Rodríguez,Local físico
TK-18899,2021-02-01,11:14,2021,2,P003,"Notebook 15""",Computación,1,565703.34,0.0,565703.34,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18899,2021-02-01,11:14,2021,2,P007,"Smart TV 55""",TV/Audio,1,579747.22,0.15,492785.14,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18899,2021-02-01,11:14,2021,2,P009,Mouse Inalámbrico,Periféricos,1,9526.05,0.0,9526.05,Crédito 1 cuota,V04-Rodríguez,Local físico
TK-18900,2021-02-01,11:18,2021,2,P011,"Monitor 24""",Periféricos,2,180397.08,0.0,360794.17,Débito,V05-Fernández,Local físico
TK-18901,2021-02-01,16:09,2021,2,P009,Mouse Inalámbrico,Periféricos,1,9393.71,0.0,9393.71,Débito,V03-Martínez,Local físico
TK-18902,2021-02-01,19:24,2021,2,P002,Smartphone Gama Alta,Smartphones,1,380665.46,0.0,380665.46,Crédito 6 cuotas,V01-López,Local físico
TK-18903,2021-02-01,19:28,2021,2,P005,"Tablet 10""",Tablets,2,165606.11,0.15,281530.39,Débito,V02-García,Local físico
TK-18904,2021-02-01,17:13,2021,2,P007,"Smart TV 55""",TV/Audio,1,551686.24,0.0,551686.24,Débito,V02-García,Local físico
TK-18904,2021-02-01,17:13,2021,2,P002,Smartphone Gama Alta,Smartphones,1,367649.57,0.1,330884.61,Débito,V02-García,Local físico
TK-18905,2021-02-01,20:05,2021,2,P006,"Smart TV 43""",TV/Audio,1,344385.53,0.05,327166.26,Crédito 3 cuotas,V04-Rodríguez,Local físico
TK-18906,2021-02-01,11:18,2021,2,P010,Teclado Mecánico,Periféricos,1,34691.48,0.1,31222.33,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18907,2021-02-01,18:27,2021,2,P006,"Smart TV 43""",TV/Audio,1,338493.32,0.0,338493.32,Crédito 1 cuota,V05-Fernández,Local físico
TK-18908,2021-02-01,20:32,2021,2,P011,"Monitor 24""",Periféricos,1,178305.96,0.05,169390.66,Efectivo,V02-García,Local físico
TK-18909,2021-02-01,18:35,2021,2,P007,"Smart TV 55""",TV/Audio,1,581238.86,0.0,581238.86,Efectivo,V01-López,Local físico
TK-18909,2021-02-01,18:35,2021,2,P003,"Notebook 15""",Computación,1,562919.5,0.0,562919.5,Efectivo,V01-López,Local físico
TK-18910,2021-02-01,10:17,2021,2,P008,Auriculares Bluetooth,Accesorios,1,27201.49,0.0,27201.49,Crédito 1 cuota,V05-Fernández,Local físico
TK-18910,2021-02-01,10:17,2021,2,P009,Mouse Inalámbrico,Periféricos,1,10050.15,0.0,10050.15,Crédito 1 cuota,V05-Fernández,Local físico
TK-18911,2021-02-01,18:57,2021,2,P003,"Notebook 15""",Computación,1,569266.5,0.0,569266.5,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18912,2021-02-01,12:13,2021,2,P006,"Smart TV 43""",TV/Audio,1,341392.79,0.0,341392.79,Débito,V05-Fernández,Local físico
TK-18913,2021-02-02,20:28,2021,2,P013,Router WiFi 6,Redes,1,44816.73,0.0,44816.73,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18913,2021-02-02,20:28,2021,2,P011,"Monitor 24""",Periféricos,1,177269.2,0.0,177269.2,Crédito 6 cuotas,V04-Rodríguez,Local físico
TK-18914,2021-02-02,10:06,2021,2,P004,Notebook Ultra,Computación,1,844167.31,0.1,759750.58,Transferencia,V05-Fernández,Local físico
TK-18915,2021-02-02,15:16,2021,2,P011,"Monitor 24""",Periféricos,1,180406.39,0.1,162365.75,Crédito 1 cuota,V02-García,Local físico
TK-18915,2021-02-02,15:16,2021,2,P010,Teclado Mecánico,Periféricos,1,38456.88,0.0,38456.88,Crédito 1 cuota,V02-García,Local físico
TK-18916,2021-02-02,16:06,2021,2,P006,"Smart TV 43""",TV/Audio,1,330262.04,0.05,313748.94,Crédito 1 cuota,V05-Fernández,Local físico
TK-18917,2021-02-02,12:58,2021,2,P004,Notebook Ultra,Computación,1,891289.96,0.05,846725.46,Crédito 6 cuotas,V02-García,Local físico
TK-18918,2021-02-02,19:51,2021,2,P005,"Tablet 10""",Tablets,1,169473.57,0.0,169473.57,Efectivo,V02-García,Local físico
TK-18919,2021-02-02,09:45,2021,2,P003,"Notebook 15""",Computación,2,538209.22,0.0,1076418.43,Crédito 3 cuotas,V04-Rodríguez,Local físico
