id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
OC-5284,2020-08-01,2020-08-13,AccesoriosTotal SRL,Accesorios,194571662,60 días,Pagado
OC-5285,2020-08-01,2020-08-12,MegaComputo SRL,Periféricos,223174391,Contado,Pagado
OC-5286,2020-08-01,2020-08-06,MegaComputo SRL,Almacenamiento,149194472,60 días,Pagado
OC-5287,2020-08-01,2020-08-19,NetSupply SA,Redes,123645872,30 días,Pagado
OC-5288,2020-08-01,2020-08-14,NetSupply SA,Seguridad,103630998,30 días,Pagado
OC-5289,2020-09-01,2020-09-07,DistribuidoraTech SA,Smartphones,488396924,Contado,Pagado
OC-5290,2020-09-01,2020-09-15,MegaComputo SRL,Computación,645745589,30 días,Pagado
OC-5291,2020-09-01,2020-09-05,DistribuidoraTech SA,Tablets,268498309,60 días,Pagado
OC-5292,2020-09-01,2020-09-12,ElectroImport SA,TV/Audio,406739088,60 días,Pagado
OC-5293,2020-09-01,2020-09-19,AccesoriosTotal SRL,Accesorios,196237587,30 días,Pagado
OC-5294,2020-09-01,2020-09-09,MegaComputo SRL,Periféricos,306800912,60 días,Pagado
OC-5295,2020-09-01,2020-09-07,MegaComputo SRL,Almacenamiento,168233115,Contado,Pagado
OC-5296,2020-09-01,2020-09-06,NetSupply SA,Redes,149145713,30 días,Pagado
OC-5297,2020-09-01,2020-09-07,NetSupply SA,Seguridad,11451144,Contado,Pagado
OC-5298,2020-10-01,2020-10-13,DistribuidoraTech SA,Smartphones,851805361,60 días,Pagado
OC-5299,2020-10-01,2020-10-17,MegaComputo SRL,Computación,1021768545,Contado,Pagado
OC-5300,2020-10-01,2020-10-15,DistribuidoraTech SA,Tablets,411991621,Contado,Pagado
OC-5301,2020-10-01,2020-10-07,ElectroImport SA,TV/Audio,707410136,Contado,Pagado
OC-5302,2020-10-01,2020-10-06,AccesoriosTotal SRL,Accesorios,355586992,30 días,Pagado
OC-5303,2020-10-01,2020-10-05,MegaComputo SRL,Periféricos,41403483,60 días,Pagado
OC-5304,2020-10-01,2020-10-19,MegaComputo SRL,Almacenamiento,268771037,Contado,Pagado
OC-5305,2020-10-01,2020-10-14,NetSupply SA,Redes,241118547,60 días,Pagado
OC-5306,2020-10-01,2020-10-18,NetSupply SA,Seguridad,18562614,Contado,Pagado
OC-5307,2020-11-01,2020-11-18,DistribuidoraTech SA,Smartphones,807761015,60 días,Pagado
OC-5308,2020-11-01,2020-11-09,MegaComputo SRL,Computación,1082837093,60 días,Pagado
OC-5309,2020-11-01,2020-11-17,DistribuidoraTech SA,Tablets,44578967,30 días,Pagado
OC-5310,2020-11-01,2020-11-19,ElectroImport SA,TV/Audio,828919464,Contado,Pagado
OC-5311,2020-11-01,2020-11-15,AccesoriosTotal SRL,Accesorios,417661627,60 días,Pagado
OC-5312,2020-11-01,2020-11-09,MegaComputo SRL,Periféricos,493863245,Contado,Pagado
OC-5313,2020-11-01,2020-11-08,MegaComputo SRL,Almacenamiento,256774742,Contado,Pagado
OC-5314,2020-11-01,2020-11-18,NetSupply SA,Redes,235370122,30 días,Pagado
OC-5315,2020-11-01,2020-11-15,NetSupply SA,Seguridad,177946569,30 días,Pagado
OC-5316,2020-12-01,2020-12-09,DistribuidoraTech SA,Smartphones,1159033251,Contado,Pagado
OC-5317,2020-12-01,2020-12-15,MegaComputo SRL,Computación,1563203082,Contado,Pagado
OC-5318,2020-12-01,2020-12-12,DistribuidoraTech SA,Tablets,553864276,Contado,Pagado
OC-5319,2020-12-01,2020-12-17,ElectroImport SA,TV/Audio,1185346842,30 días,Pagado
OC-5320,2020-12-01,2020-12-08,AccesoriosTotal SRL,Accesorios,495567054,60 días,Pagado
OC-5321,2020-12-01,2020-12-13,MegaComputo SRL,Periféricos,602606949,Contado,Pagado
OC-5322,2020-12-01,2020-12-14,MegaComputo SRL,Almacenamiento,40193883,30 días,Pagado
OC-5323,2020-12-01,2020-12-14,NetSupply SA,Redes,31755486,30 días,Pagado
OC-5324,2020-12-01,2020-12-12,NetSupply SA,Seguridad,26133004,30 días,Pagado
OC-5325,2021-01-01,2021-01-14,DistribuidoraTech SA,Smartphones,1405486143,Contado,Pagado
OC-5326,2021-01-01,2021-01-05,MegaComputo SRL,Computación,1546014688,Contado,Pagado
OC-5327,2021-01-01,2021-01-09,DistribuidoraTech SA,Tablets,635104649,30 días,Pagado
OC-5328,2021-01-01,2021-01-20,ElectroImport SA,TV/Audio,1077103643,Contado,Pagado
OC-5329,2021-01-01,2021-01-12,AccesoriosTotal SRL,Accesorios,632957384,30 días,Pagado
OC-5330,2021-01-01,2021-01-15,MegaComputo SRL,Periféricos,74651503,60 días,Pagado
OC-5331,2021-01-01,2021-01-07,MegaComputo SRL,Almacenamiento,446062994,60 días,Pagado
OC-5332,2021-01-01,2021-01-13,NetSupply SA,Redes,38677983,60 días,Pagado
OC-5333,2021-01-01,2021-01-10,NetSupply SA,Seguridad,302159399,Contado,Pagado
OC-5334,2021-02-01,2021-02-17,DistribuidoraTech SA,Smartphones,1752066255,30 días,Pagado
OC-5335,2021-02-01,2021-02-06,MegaComputo SRL,Computación,1687403142,Contado,Pagado
OC-5336,2021-02-01,2021-02-08,DistribuidoraTech SA,Tablets,55796128,60 días,Pagado
OC-5337,2021-02-01,2021-02-19,ElectroImport SA,TV/Audio,1139819325,Contado,Pagado
OC-5338,2021-02-01,2021-02-10,AccesoriosTotal SRL,Accesorios,549099475,60 días,Pagado
OC-5339,2021-02-01,2021-02-14,MegaComputo SRL,Periféricos,769437978,30 días,Pagado
OC-5340,2021-02-01,2021-02-19,MegaComputo SRL,Almacenamiento,430296543,30 días,Pagado
OC-5341,2021-02-01,2021-02-15,NetSupply SA,Redes,385712112,60 días,Pagado
OC-5342,2021-02-01,2021-02-05,NetSupply SA,Seguridad,280447412,Contado,Pagado
OC-5343,2021-03-01,2021-03-05,DistribuidoraTech SA,Smartphones,1690121208,30 días,Pagado
OC-5344,2021-03-01,2021-03-18,MegaComputo SRL,Computación,1753530469,Contado,Pagado
OC-5345,2021-03-01,2021-03-07,DistribuidoraTech SA,Tablets,728589252,60 días,Pagado
OC-5346,2021-03-01,2021-03-09,ElectroImport SA,TV/Audio,1355463979,30 días,Pagado
OC-5347,2021-03-01,2021-03-20,AccesoriosTotal SRL,Accesorios,689745226,60 días,Pagado
OC-5348,2021-03-01,2021-03-05,MegaComputo SRL,Periféricos,92724527,30 días,Pagado
OC-5349,2021-03-01,2021-03-13,MegaComputo SRL,Almacenamiento,544468254,30 días,Pagado
OC-5350,2021-03-01,2021-03-07,NetSupply SA,Redes,44746506,Contado,Pagado
OC-5351,2021-03-01,2021-03-20,NetSupply SA,Seguridad,344352515,Contado,Pagado
OC-5352,2021-04-01,2021-04-14,DistribuidoraTech SA,Smartphones,1746976283,30 días,Pagado
OC-5353,2021-04-01,2021-04-19,MegaComputo SRL,Computación,2099273728,30 días,Pagado
OC-5354,2021-04-01,2021-04-16,DistribuidoraTech SA,Tablets,896226007,Contado,Pagado
OC-5355,2021-04-01,2021-04-06,ElectroImport SA,TV/Audio,1593363481,60 días,Pagado
OC-5356,2021-04-01,2021-04-11,AccesoriosTotal SRL,Accesorios,728124882,Contado,Pagado
OC-5357,2021-04-01,2021-04-14,MegaComputo SRL,Periféricos,883988211,60 días,Pagado
OC-5358,2021-04-01,2021-04-06,MegaComputo SRL,Almacenamiento,579944151,Contado,Pagado
OC-5359,2021-04-01,2021-04-11,NetSupply SA,Redes,365936935,30 días,Pagado
OC-5360,2021-04-01,2021-04-13,NetSupply SA,Seguridad,41003582,30 días,Pagado
OC-5361,2021-05-01,2021-05-12,DistribuidoraTech SA,Smartphones,2534966129,Contado,Pagado
OC-5362,2021-05-01,2021-05-09,MegaComputo SRL,Computación,248209888,60 días,Pagado
OC-5363,2021-05-01,2021-05-07,DistribuidoraTech SA,Tablets,1011164494,30 días,Pagado
OC-5364,2021-05-01,2021-05-17,ElectroImport SA,TV/Audio,2153251807,30 días,Pagado
OC-5365,2021-05-01,2021-05-07,AccesoriosTotal SRL,Accesorios,846868502,Contado,Pagado
OC-5366,2021-05-01,2021-05-18,MegaComputo SRL,Periféricos,1129918719,60 días,Pagado
OC-5367,2021-05-01,2021-05-20,MegaComputo SRL,Almacenamiento,789527671,30 días,Pagado
OC-5368,2021-05-01,2021-05-05,NetSupply SA,Redes,527512913,60 días,Pagado
OC-5369,2021-05-01,2021-05-14,NetSupply SA,Seguridad,467613532,30 días,Pagado
OC-5370,2021-06-01,2021-06-09,DistribuidoraTech SA,Smartphones,1643195251,30 días,Pagado
OC-5371,2021-06-01,2021-06-05,MegaComputo SRL,Computación,214648228,30 días,Pagado
OC-5372,2021-06-01,2021-06-18,DistribuidoraTech SA,Tablets,721093471,30 días,Pagado
OC-5373,2021-06-01,2021-06-12,ElectroImport SA,TV/Audio,1194701622,30 días,Pagado
OC-5374,2021-06-01,2021-06-13,AccesoriosTotal SRL,Accesorios,683057497,60 días,Pagado
OC-5375,2021-06-01,2021-06-09,MegaComputo SRL,Periféricos,801219821,60 días,Pagado
OC-5376,2021-06-01,2021-06-18,MegaComputo SRL,Almacenamiento,52657565,30 días,Pagado
OC-5377,2021-06-01,2021-06-06,NetSupply SA,Redes,433335804,60 días,Pagado
OC-5378,2021-06-01,2021-06-18,NetSupply SA,Seguridad,30369034,Contado,Pagado
OC-5379,2021-07-01,2021-07-16,DistribuidoraTech SA,Smartphones,2322998864,Contado,Pagado
OC-5380,2021-07-01,2021-07-05,MegaComputo SRL,Computación,2118625214,60 días,Pagado
OC-5381,2021-07-01,2021-07-19,DistribuidoraTech SA,Tablets,874495989,60 días,Pagado
OC-5382,2021-07-01,2021-07-19,ElectroImport SA,TV/Audio,1694826185,60 días,Pagado
OC-5383,2021-07-01,2021-07-05,AccesoriosTotal SRL,Accesorios,915788376,Contado,Pagado
OC-5384,2021-07-01,2021-07-19,MegaComputo SRL,Periféricos,908310096,60 días,Pagado
OC-5385,2021-07-01,2021-07-07,MegaComputo SRL,Almacenamiento,585015715,60 días,Pagado
OC-5386,2021-07-01,2021-07-16,NetSupply SA,Redes,54499254,60 días,Pagado
OC-5387,2021-07-01,2021-07-19,NetSupply SA,Seguridad,38643509,60 días,Pagado
OC-5388,2021-08-01,2021-08-18,DistribuidoraTech SA,Smartphones,1770065967,30 días,Pagado
OC-5389,2021-08-01,2021-08-09,MegaComputo SRL,Computación,1859227559,Contado,Pagado
OC-5390,2021-08-01,2021-08-15,DistribuidoraTech SA,Tablets,817766068,30 días,Pagado
OC-5391,2021-08-01,2021-08-08,ElectroImport SA,TV/Audio,1258838756,Contado,Pagado
OC-5392,2021-08-01,2021-08-15,AccesoriosTotal SRL,Accesorios,716934685,30 días,Pagado
OC-5393,2021-08-01,2021-08-05,MegaComputo SRL,Periféricos,907984806,Contado,Pagado
OC-5394,2021-08-01,2021-08-16,MegaComputo SRL,Almacenamiento,552990798,Contado,Pagado
OC-5395,2021-08-01,2021-08-17,NetSupply SA,Redes,418685639,60 días,Pagado
OC-5396,2021-08-01,2021-08-19,NetSupply SA,Seguridad,390108644,60 días,Pagado
OC-5397,2021-09-01,2021-09-08,DistribuidoraTech SA,Smartphones,1781060788,Contado,Pagado
OC-5398,2021-09-01,2021-09-15,MegaComputo SRL,Computación,2229696251,Contado,Pagado
OC-5399,2021-09-01,2021-09-16,DistribuidoraTech SA,Tablets,1151590799,30 días,Pagado
OC-5400,2021-09-01,2021-09-11,ElectroImport SA,TV/Audio,1716418605,60 días,Pagado
OC-5401,2021-09-01,2021-09-16,AccesoriosTotal SRL,Accesorios,933277966,Contado,Pagado
OC-5402,2021-09-01,2021-09-10,MegaComputo SRL,Periféricos,1086518729,60 días,Pagado
OC-5403,2021-09-01,2021-09-16,MegaComputo SRL,Almacenamiento,731473094,Contado,Pagado
OC-5404,2021-09-01,2021-09-05,NetSupply SA,Redes,526914767,60 días,Pagado
OC-5405,2021-09-01,2021-09-10,NetSupply SA,Seguridad,435776793,30 días,Pagado
OC-5406,2021-10-01,2021-10-15,DistribuidoraTech SA,Smartphones,2282544088,30 días,Pagado
OC-5407,2021-10-01,2021-10-14,MegaComputo SRL,Computación,2634392318,60 días,Pagado
OC-5408,2021-10-01,2021-10-19,DistribuidoraTech SA,Tablets,818281752,Contado,Pagado
OC-5409,2021-10-01,2021-10-08,ElectroImport SA,TV/Audio,1777400737,Contado,Pagado
OC-5410,2021-10-01,2021-10-07,AccesoriosTotal SRL,Accesorios,795099089,60 días,Pagado
OC-5411,2021-10-01,2021-10-12,MegaComputo SRL,Periféricos,1061949154,30 días,Pagado
OC-5412,2021-10-01,2021-10-15,MegaComputo SRL,Almacenamiento,612555933,Contado,Pagado
OC-5413,2021-10-01,2021-10-18,NetSupply SA,Redes,437699457,Contado,Pagado
OC-5414,2021-10-01,2021-10-08,NetSupply SA,Seguridad,462764834,Contado,Pagado
OC-5415,2021-11-01,2021-11-11,DistribuidoraTech SA,Smartphones,2230197887,30 días,Pagado
OC-5416,2021-11-01,2021-11-17,MegaComputo SRL,Computación,2725712506,30 días,Pagado
OC-5417,2021-11-01,2021-11-09,DistribuidoraTech SA,Tablets,1111673025,30 días,Pagado
OC-5418,2021-11-01,2021-11-06,ElectroImport SA,TV/Audio,1866571745,30 días,Pagado
OC-5419,2021-11-01,2021-11-09,AccesoriosTotal SRL,Accesorios,1047634401,60 días,Pagado
OC-5420,2021-11-01,2021-11-17,MegaComputo SRL,Periféricos,1209451623,30 días,Pagado
OC-5421,2021-11-01,2021-11-19,MegaComputo SRL,Almacenamiento,704742178,Contado,Pagado
OC-5422,2021-11-01,2021-11-05,NetSupply SA,Redes,550408733,Contado,Pagado
OC-5423,2021-11-01,2021-11-18,NetSupply SA,Seguridad,461468324,60 días,Pagado
OC-5424,2021-12-01,2021-12-14,DistribuidoraTech SA,Smartphones,2303246514,30 días,Pagado
OC-5425,2021-12-01,2021-12-07,MegaComputo SRL,Computación,2058854323,60 días,Pagado
OC-5426,2021-12-01,2021-12-15,DistribuidoraTech SA,Tablets,1137151065,60 días,Pagado
OC-5427,2021-12-01,2021-12-15,ElectroImport SA,TV/Audio,176066011,Contado,Pagado
OC-5428,2021-12-01,2021-12-16,AccesoriosTotal SRL,Accesorios,829311748,Contado,Pagado
OC-5429,2021-12-01,2021-12-08,MegaComputo SRL,Periféricos,1166999294,30 días,Pagado
OC-5430,2021-12-01,2021-12-12,MegaComputo SRL,Almacenamiento,64602470,30 días,Pagado
OC-5431,2021-12-01,2021-12-16,NetSupply SA,Redes,596640431,30 días,Pagado
OC-5432,2021-12-01,2021-12-20,NetSupply SA,Seguridad,407708688,30 días,Pagado
OC-5433,2022-01-01,2022-01-12,DistribuidoraTech SA,Smartphones,1707453611,Contado,Pagado
OC-5434,2022-01-01,2022-01-07,MegaComputo SRL,Computación,2136971666,30 días,Pagado
OC-5435,2022-01-01,2022-01-05,DistribuidoraTech SA,Tablets,914427382,Contado,Pagado
OC-5436,2022-01-01,2022-01-12,ElectroImport SA,TV/Audio,1506651007,30 días,Pagado
OC-5437,2022-01-01,2022-01-14,AccesoriosTotal SRL,Accesorios,755418767,60 días,Pagado
OC-5438,2022-01-01,2022-01-08,MegaComputo SRL,Periféricos,865290741,60 días,Pagado
OC-5439,2022-01-01,2022-01-12,MegaComputo SRL,Almacenamiento,533351962,60 días,Pagado
OC-5440,2022-01-01,2022-01-17,NetSupply SA,Redes,439206449,60 días,Pagado
OC-5441,2022-01-01,2022-01-17,NetSupply SA,Seguridad,409296225,30 días,Pagado
OC-5442,2022-02-01,2022-02-15,DistribuidoraTech SA,Smartphones,2001087225,30 días,Pagado
OC-5443,2022-02-01,2022-02-19,MegaComputo SRL,Computación,2063283653,Contado,Pagado
OC-5444,2022-02-01,2022-02-13,DistribuidoraTech SA,Tablets,940691283,Contado,Pagado
OC-5445,2022-02-01,2022-02-13,ElectroImport SA,TV/Audio,1511840091,60 días,Pagado
OC-5446,2022-02-01,2022-02-14,AccesoriosTotal SRL,Accesorios,788443657,60 días,Pagado
OC-5447,2022-02-01,2022-02-17,MegaComputo SRL,Periféricos,884602383,Contado,Pagado
OC-5448,2022-02-01,2022-02-11,MegaComputo SRL,Almacenamiento,533419087,60 días,Pagado
OC-5449,2022-02-01,2022-02-14,NetSupply SA,Redes,444550761,60 días,Pagado
OC-5450,2022-02-01,2022-02-07,NetSupply SA,Seguridad,333168034,Contado,Pagado
OC-5451,2022-03-01,2022-03-06,DistribuidoraTech SA,Smartphones,1678786654,60 días,Pagado
OC-5452,2022-03-01,2022-03-09,MegaComputo SRL,Computación,1964561449,60 días,Pagado
OC-5453,2022-03-01,2022-03-10,DistribuidoraTech SA,Tablets,745547974,Contado,Pagado
OC-5454,2022-03-01,2022-03-14,ElectroImport SA,TV/Audio,1454086076,60 días,Pagado
OC-5455,2022-03-01,2022-03-12,AccesoriosTotal SRL,Accesorios,654821804,Contado,Pagado
OC-5456,2022-03-01,2022-03-07,MegaComputo SRL,Periféricos,815319613,60 días,Pagado
OC-5457,2022-03-01,2022-03-17,MegaComputo SRL,Almacenamiento,522578951,Contado,Pagado
OC-5458,2022-03-01,2022-03-17,NetSupply SA,Redes,363958571,Contado,Pagado
OC-5459,2022-03-01,2022-03-06,NetSupply SA,Seguridad,378078687,30 días,Pagado
OC-5460,2022-04-01,2022-04-09,DistribuidoraTech SA,Smartphones,2330043653,Contado,Pagado
OC-5461,2022-04-01,2022-04-14,MegaComputo SRL,Computación,2584384238,30 días,Pagado
OC-5462,2022-04-01,2022-04-13,DistribuidoraTech SA,Tablets,1051512072,60 días,Pagado
OC-5463,2022-04-01,2022-04-08,ElectroImport SA,TV/Audio,1748170506,60 días,Pagado
OC-5464,2022-04-01,2022-04-06,AccesoriosTotal SRL,Accesorios,899402008,30 días,Pagado
OC-5465,2022-04-01,2022-04-16,MegaComputo SRL,Periféricos,1137109941,30 días,Pagado
OC-5466,2022-04-01,2022-04-05,MegaComputo SRL,Almacenamiento,584825252,60 días,Pagado
OC-5467,2022-04-01,2022-04-17,NetSupply SA,Redes,560257139,Contado,Pagado
OC-5468,2022-04-01,2022-04-17,NetSupply SA,Seguridad,427783353,30 días,Pagado
OC-5469,2022-05-01,2022-05-16,DistribuidoraTech SA,Smartphones,2606405861,Contado,Pagado
OC-5470,2022-05-01,2022-05-20,MegaComputo SRL,Computación,2459663381,30 días,Pagado
OC-5471,2022-05-01,2022-05-11,DistribuidoraTech SA,Tablets,1011617607,Contado,Pagado
OC-5472,2022-05-01,2022-05-18,ElectroImport SA,TV/Audio,1639322868,60 días,Pagado
OC-5473,2022-05-01,2022-05-14,AccesoriosTotal SRL,Accesorios,879928827,30 días,Pagado
OC-5474,2022-05-01,2022-05-12,MegaComputo SRL,Periféricos,94339092,30 días,Pagado
OC-5475,2022-05-01,2022-05-14,MegaComputo SRL,Almacenamiento,782590829,60 días,Pagado
OC-5476,2022-05-01,2022-05-05,NetSupply SA,Redes,594229183,Contado,Pagado
OC-5477,2022-05-01,2022-05-20,NetSupply SA,Seguridad,440841892,60 días,Pagado
OC-5478,2022-06-01,2022-06-19,DistribuidoraTech SA,Smartphones,2373066028,30 días,Pagado
OC-5479,2022-06-01,2022-06-05,MegaComputo SRL,Computación,2316336761,Contado,Pagado
OC-5480,2022-06-01,2022-06-20,DistribuidoraTech SA,Tablets,1011568203,Contado,Pagado
OC-5481,2022-06-01,2022-06-05,ElectroImport SA,TV/Audio,1663040583,Contado,Pagado
OC-5482,2022-06-01,2022-06-18,AccesoriosTotal SRL,Accesorios,800687851,30 días,Pagado
OC-5483,2022-06-01,2022-06-17,MegaComputo SRL,Periféricos,1210271323,30 días,Pagado
OC-5484,2022-06-01,2022-06-18,MegaComputo SRL,Almacenamiento,678567576,30 días,Pagado
OC-5485,2022-06-01,2022-06-17,NetSupply SA,Redes,491381377,30 días,Pagado
OC-5486,2022-06-01,2022-06-06,NetSupply SA,Seguridad,426001452,Contado,Pagado
OC-5487,2022-07-01,2022-07-13,DistribuidoraTech SA,Smartphones,2411218698,Contado,Pagado
OC-5488,2022-07-01,2022-07-09,MegaComputo SRL,Computación,2262542978,Contado,Pagado
OC-5489,2022-07-01,2022-07-17,DistribuidoraTech SA,Tablets,1031343266,Contado,Pagado
OC-5490,2022-07-01,2022-07-05,ElectroImport SA,TV/Audio,1643730118,30 días,Pagado
OC-5491,2022-07-01,2022-07-14,AccesoriosTotal SRL,Accesorios,890318359,30 días,Pagado
OC-5492,2022-07-01,2022-07-07,MegaComputo SRL,Periféricos,1137422149,60 días,Pagado
OC-5493,2022-07-01,2022-07-18,MegaComputo SRL,Almacenamiento,620324999,Contado,Pagado
OC-5494,2022-07-01,2022-07-15,NetSupply SA,Redes,539966777,30 días,Pagado
OC-5495,2022-07-01,2022-07-07,NetSupply SA,Seguridad,447411709,30 días,Pagado
OC-5496,2022-08-01,2022-08-15,DistribuidoraTech SA,Smartphones,2085159869,Contado,Pagado
OC-5497,2022-08-01,2022-08-09,MegaComputo SRL,Computación,2362576197,Contado,Pagado
OC-5498,2022-08-01,2022-08-19,DistribuidoraTech SA,Tablets,908766181,60 días,Pagado
OC-5499,2022-08-01,2022-08-20,ElectroImport SA,TV/Audio,1762131357,60 días,Pagado
OC-5500,2022-08-01,2022-08-16,AccesoriosTotal SRL,Accesorios,948972662,60 días,Pagado
OC-5501,2022-08-01,2022-08-15,MegaComputo SRL,Periféricos,990530611,Contado,Pagado
OC-5502,2022-08-01,2022-08-13,MegaComputo SRL,Almacenamiento,618312764,Contado,Pagado
OC-5503,2022-08-01,2022-08-13,NetSupply SA,Redes,456801738,60 días,Pagado
OC-5504,2022-08-01,2022-08-14,NetSupply SA,Seguridad,454764169,60 días,Pagado
OC-5505,2022-09-01,2022-09-10,DistribuidoraTech SA,Smartphones,1847173491,30 días,Pagado
OC-5506,2022-09-01,2022-09-11,MegaComputo SRL,Computación,2423637363,60 días,Pagado
OC-5507,2022-09-01,2022-09-14,DistribuidoraTech SA,Tablets,996684359,30 días,Pagado
OC-5508,2022-09-01,2022-09-16,ElectroImport SA,TV/Audio,1817895181,Contado,Pagado
OC-5509,2022-09-01,2022-09-14,AccesoriosTotal SRL,Accesorios,872270355,Contado,Pagado
OC-5510,2022-09-01,2022-09-12,MegaComputo SRL,Periféricos,931222185,Contado,Pagado
OC-5511,2022-09-01,2022-09-11,MegaComputo SRL,Almacenamiento,628728344,60 días,Pagado
OC-5512,2022-09-01,2022-09-18,NetSupply SA,Redes,537844105,30 días,Pagado
OC-5513,2022-09-01,2022-09-12,NetSupply SA,Seguridad,441691932,60 días,Pagado
OC-5514,2022-10-01,2022-10-20,DistribuidoraTech SA,Smartphones,2860074787,Contado,Pagado
OC-5515,2022-10-01,2022-10-08,MegaComputo SRL,Computación,2905865481,30 días,Pagado
OC-5516,2022-10-01,2022-10-15,DistribuidoraTech SA,Tablets,1220161726,60 días,Pagado
OC-5517,2022-10-01,2022-10-09,ElectroImport SA,TV/Audio,2170886314,Contado,Pagado
OC-5518,2022-10-01,2022-10-14,AccesoriosTotal SRL,Accesorios,983256628,60 días,Pagado
OC-5519,2022-10-01,2022-10-14,MegaComputo SRL,Periféricos,1261830043,60 días,Pagado
OC-5520,2022-10-01,2022-10-15,MegaComputo SRL,Almacenamiento,815827995,30 días,Pagado
OC-5521,2022-10-01,2022-10-15,NetSupply SA,Redes,63795093,30 días,Pagado
OC-5522,2022-10-01,2022-10-17,NetSupply SA,Seguridad,483026049,60 días,Pagado
OC-5523,2022-11-01,2022-11-18,DistribuidoraTech SA,Smartphones,2561424089,30 días,Pagado
OC-5524,2022-11-01,2022-11-16,MegaComputo SRL,Computación,3385692506,30 días,Pagado
OC-5525,2022-11-01,2022-11-13,DistribuidoraTech SA,Tablets,1349327919,60 días,Pagado
OC-5526,2022-11-01,2022-11-10,ElectroImport SA,TV/Audio,236025368,60 días,Pagado
OC-5527,2022-11-01,2022-11-18,AccesoriosTotal SRL,Accesorios,1135790263,30 días,Pagado
OC-5528,2022-11-01,2022-11-13,MegaComputo SRL,Periféricos,1390019968,Contado,Pagado
OC-5529,2022-11-01,2022-11-05,MegaComputo SRL,Almacenamiento,733637868,Contado,Pagado
OC-5530,2022-11-01,2022-11-05,NetSupply SA,Redes,76357213,60 días,Pagado
OC-5531,2022-11-01,2022-11-10,NetSupply SA,Seguridad,564170427,30 días,Pagado
OC-5532,2022-12-01,2022-12-20,DistribuidoraTech SA,Smartphones,3000587781,30 días,Pagado
OC-5533,2022-12-01,2022-12-16,MegaComputo SRL,Computación,2908403015,60 días,Pagado
OC-5534,2022-12-01,2022-12-11,DistribuidoraTech SA,Tablets,1455845332,Contado,Pagado
OC-5535,2022-12-01,2022-12-20,ElectroImport SA,TV/Audio,2321058799,Contado,Pagado
OC-5536,2022-12-01,2022-12-10,AccesoriosTotal SRL,Accesorios,1132322148,Contado,Pagado
OC-5537,2022-12-01,2022-12-13,MegaComputo SRL,Periféricos,1312670665,60 días,Pagado
OC-5538,2022-12-01,2022-12-14,MegaComputo SRL,Almacenamiento,868874671,30 días,Pagado
OC-5539,2022-12-01,2022-12-06,NetSupply SA,Redes,749860984,30 días,Pagado
OC-5540,2022-12-01,2022-12-10,NetSupply SA,Seguridad,469198594,60 días,Pagado
OC-5541,2023-01-01,2023-01-11,DistribuidoraTech SA,Smartphones,3826244408,60 días,Pagado
OC-5542,2023-01-01,2023-01-12,MegaComputo SRL,Computación,4214365797,Contado,Pagado
OC-5543,2023-01-01,2023-01-09,DistribuidoraTech SA,Tablets,1803436146,60 días,Pagado
OC-5544,2023-01-01,2023-01-09,ElectroImport SA,TV/Audio,2679127743,30 días,Pagado
OC-5545,2023-01-01,2023-01-14,AccesoriosTotal SRL,Accesorios,1646221522,60 días,Pagado
OC-5546,2023-01-01,2023-01-10,MegaComputo SRL,Periféricos,204798375,60 días,Pagado
OC-5547,2023-01-01,2023-01-13,MegaComputo SRL,Almacenamiento,1232320773,60 días,Pagado
OC-5548,2023-01-01,2023-01-14,NetSupply SA,Redes,91581418,30 días,Pagado
OC-5549,2023-01-01,2023-01-06,NetSupply SA,Seguridad,843049849,60 días,Pagado
OC-5550,2023-02-01,2023-02-13,DistribuidoraTech SA,Smartphones,3173608874,30 días,Pagado
OC-5551,2023-02-01,2023-02-08,MegaComputo SRL,Computación,310249540,60 días,Pagado
OC-5552,2023-02-01,2023-02-09,DistribuidoraTech SA,Tablets,1565443543,Contado,Pagado
OC-5553,2023-02-01,2023-02-08,ElectroImport SA,TV/Audio,2702195554,30 días,Pagado
OC-5554,2023-02-01,2023-02-15,AccesoriosTotal SRL,Accesorios,1490259443,Contado,Pagado
OC-5555,2023-02-01,2023-02-09,MegaComputo SRL,Periféricos,155674314,Contado,Pagado
OC-5556,2023-02-01,2023-02-17,MegaComputo SRL,Almacenamiento,990154445,30 días,Pagado
OC-5557,2023-02-01,2023-02-10,NetSupply SA,Redes,819003442,Contado,Pagado
OC-5558,2023-02-01,2023-02-05,NetSupply SA,Seguridad,722498218,Contado,Pagado
OC-5559,2023-03-01,2023-03-18,DistribuidoraTech SA,Smartphones,3482005086,Contado,Pagado
OC-5560,2023-03-01,2023-03-10,MegaComputo SRL,Computación,4621258619,60 días,Pagado
OC-5561,2023-03-01,2023-03-05,DistribuidoraTech SA,Tablets,1614801219,Contado,Pagado
OC-5562,2023-03-01,2023-03-08,ElectroImport SA,TV/Audio,294218238,Contado,Pagado
OC-5563,2023-03-01,2023-03-18,AccesoriosTotal SRL,Accesorios,1530214722,Contado,Pagado
OC-5564,2023-03-01,2023-03-09,MegaComputo SRL,Periféricos,1751641057,30 días,Pagado
OC-5565,2023-03-01,2023-03-07,MegaComputo SRL,Almacenamiento,1179657758,30 días,Pagado
