id_registro,fecha_semana,anio,mes,tipo_residuo,descripcion,kg_generados,kg_reciclados,kg_disposicion,operador_retiro
RES-001580,2019-11-04,2019,11,Residuo general,Residuos de oficina y comedor,6.54,0.0,6.54,VerdeLogística
RES-001581,2019-11-04,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.08,0.52,2.56,VerdeLogística
RES-001582,2019-11-11,2019,11,Embalaje cartón,Cajas y embalajes de productos,23.61,3.83,19.79,EcoRetiro SA
RES-001583,2019-11-11,2019,11,Plástico,"Film, espumas y plásticos varios",11.21,0.0,11.21,Municipal
RES-001584,2019-11-11,2019,11,E-waste,Componentes y productos defectuosos,5.38,0.9,4.49,Municipal
RES-001585,2019-11-11,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.55,0.33,1.23,EcoRetiro SA
RES-001586,2019-11-11,2019,11,Residuo general,Residuos de oficina y comedor,5.98,0.0,5.98,Municipal
RES-001587,2019-11-11,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.25,0.62,2.63,Municipal
RES-001588,2019-11-18,2019,11,Embalaje cartón,Cajas y embalajes de productos,23.26,4.36,18.9,VerdeLogística
RES-001589,2019-11-18,2019,11,Plástico,"Film, espumas y plásticos varios",10.61,0.0,10.61,EcoRetiro SA
RES-001590,2019-11-18,2019,11,E-waste,Componentes y productos defectuosos,6.44,1.23,5.21,EcoRetiro SA
RES-001591,2019-11-18,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,1.98,0.34,1.64,Municipal
RES-001592,2019-11-18,2019,11,Residuo general,Residuos de oficina y comedor,10.2,0.0,10.2,EcoRetiro SA
RES-001593,2019-11-18,2019,11,Papel y cartón of.,Papel de impresión y documentos,3.63,0.61,3.02,VerdeLogística
RES-001594,2019-11-25,2019,11,Embalaje cartón,Cajas y embalajes de productos,25.92,4.85,21.07,Municipal
RES-001595,2019-11-25,2019,11,Plástico,"Film, espumas y plásticos varios",9.85,0.0,9.85,Municipal
RES-001596,2019-11-25,2019,11,E-waste,Componentes y productos defectuosos,7.23,1.29,5.94,EcoRetiro SA
RES-001597,2019-11-25,2019,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.05,0.4,1.65,VerdeLogística
RES-001598,2019-11-25,2019,11,Residuo general,Residuos de oficina y comedor,6.69,0.0,6.69,Municipal
RES-001599,2019-11-25,2019,11,Papel y cartón of.,Papel de impresión y documentos,2.87,0.59,2.28,VerdeLogística
RES-001600,2019-12-02,2019,12,Embalaje cartón,Cajas y embalajes de productos,24.59,4.07,20.52,Municipal
RES-001601,2019-12-02,2019,12,Plástico,"Film, espumas y plásticos varios",10.14,0.0,10.14,EcoRetiro SA
RES-001602,2019-12-02,2019,12,E-waste,Componentes y productos defectuosos,5.84,1.19,4.65,EcoRetiro SA
RES-001603,2019-12-02,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.42,0.44,1.97,VerdeLogística
RES-001604,2019-12-02,2019,12,Residuo general,Residuos de oficina y comedor,9.74,0.0,9.74,EcoRetiro SA
RES-001605,2019-12-02,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.72,0.69,3.02,Municipal
RES-001606,2019-12-09,2019,12,Embalaje cartón,Cajas y embalajes de productos,21.56,4.58,16.99,VerdeLogística
RES-001607,2019-12-09,2019,12,Plástico,"Film, espumas y plásticos varios",11.76,0.0,11.76,EcoRetiro SA
RES-001608,2019-12-09,2019,12,E-waste,Componentes y productos defectuosos,4.68,0.79,3.89,EcoRetiro SA
RES-001609,2019-12-09,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.66,0.27,1.4,Municipal
RES-001610,2019-12-09,2019,12,Residuo general,Residuos de oficina y comedor,9.28,0.0,9.28,VerdeLogística
RES-001611,2019-12-09,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.16,0.53,2.63,VerdeLogística
RES-001612,2019-12-16,2019,12,Embalaje cartón,Cajas y embalajes de productos,27.5,5.37,22.13,VerdeLogística
RES-001613,2019-12-16,2019,12,Plástico,"Film, espumas y plásticos varios",11.86,0.0,11.86,Municipal
RES-001614,2019-12-16,2019,12,E-waste,Componentes y productos defectuosos,6.24,1.2,5.05,EcoRetiro SA
RES-001615,2019-12-16,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.82,0.33,1.49,EcoRetiro SA
RES-001616,2019-12-16,2019,12,Residuo general,Residuos de oficina y comedor,7.76,0.0,7.76,VerdeLogística
RES-001617,2019-12-16,2019,12,Papel y cartón of.,Papel de impresión y documentos,2.02,0.38,1.64,VerdeLogística
RES-001618,2019-12-23,2019,12,Embalaje cartón,Cajas y embalajes de productos,18.37,3.55,14.83,VerdeLogística
RES-001619,2019-12-23,2019,12,Plástico,"Film, espumas y plásticos varios",9.31,0.0,9.31,EcoRetiro SA
RES-001620,2019-12-23,2019,12,E-waste,Componentes y productos defectuosos,5.4,0.92,4.48,EcoRetiro SA
RES-001621,2019-12-23,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,1.89,0.33,1.56,Municipal
RES-001622,2019-12-23,2019,12,Residuo general,Residuos de oficina y comedor,8.89,0.0,8.89,VerdeLogística
RES-001623,2019-12-23,2019,12,Papel y cartón of.,Papel de impresión y documentos,2.61,0.47,2.14,EcoRetiro SA
RES-001624,2019-12-30,2019,12,Embalaje cartón,Cajas y embalajes de productos,32.52,5.46,27.06,Municipal
RES-001625,2019-12-30,2019,12,Plástico,"Film, espumas y plásticos varios",9.86,0.0,9.86,EcoRetiro SA
RES-001626,2019-12-30,2019,12,E-waste,Componentes y productos defectuosos,6.44,1.41,5.03,VerdeLogística
RES-001627,2019-12-30,2019,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.56,0.46,2.11,Municipal
RES-001628,2019-12-30,2019,12,Residuo general,Residuos de oficina y comedor,8.26,0.0,8.26,Municipal
RES-001629,2019-12-30,2019,12,Papel y cartón of.,Papel de impresión y documentos,3.02,0.6,2.42,EcoRetiro SA
RES-001630,2020-01-06,2020,1,Embalaje cartón,Cajas y embalajes de productos,25.19,5.31,19.88,VerdeLogística
RES-001631,2020-01-06,2020,1,Plástico,"Film, espumas y plásticos varios",7.29,0.0,7.29,Municipal
RES-001632,2020-01-06,2020,1,E-waste,Componentes y productos defectuosos,6.49,1.25,5.23,VerdeLogística
RES-001633,2020-01-06,2020,1,Pilas y baterías,Pilas agotadas y baterías de litio,1.34,0.2,1.14,EcoRetiro SA
RES-001634,2020-01-06,2020,1,Residuo general,Residuos de oficina y comedor,9.7,0.0,9.7,Municipal
RES-001635,2020-01-06,2020,1,Papel y cartón of.,Papel de impresión y documentos,3.49,0.68,2.81,VerdeLogística
RES-001636,2020-01-13,2020,1,Embalaje cartón,Cajas y embalajes de productos,32.11,5.58,26.53,VerdeLogística
RES-001637,2020-01-13,2020,1,Plástico,"Film, espumas y plásticos varios",12.83,0.0,12.83,Municipal
RES-001638,2020-01-13,2020,1,E-waste,Componentes y productos defectuosos,8.55,1.73,6.81,VerdeLogística
RES-001639,2020-01-13,2020,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.3,0.41,1.89,Municipal
RES-001640,2020-01-13,2020,1,Residuo general,Residuos de oficina y comedor,8.36,0.0,8.36,VerdeLogística
RES-001641,2020-01-13,2020,1,Papel y cartón of.,Papel de impresión y documentos,3.33,0.6,2.72,VerdeLogística
RES-001642,2020-01-20,2020,1,Embalaje cartón,Cajas y embalajes de productos,21.41,4.02,17.39,Municipal
RES-001643,2020-01-20,2020,1,Plástico,"Film, espumas y plásticos varios",10.62,0.0,10.62,EcoRetiro SA
RES-001644,2020-01-20,2020,1,E-waste,Componentes y productos defectuosos,7.16,1.36,5.8,EcoRetiro SA
RES-001645,2020-01-20,2020,1,Pilas y baterías,Pilas agotadas y baterías de litio,1.92,0.31,1.61,EcoRetiro SA
RES-001646,2020-01-20,2020,1,Residuo general,Residuos de oficina y comedor,8.09,0.0,8.09,Municipal
RES-001647,2020-01-20,2020,1,Papel y cartón of.,Papel de impresión y documentos,2.82,0.51,2.3,VerdeLogística
RES-001648,2020-01-27,2020,1,Embalaje cartón,Cajas y embalajes de productos,23.05,4.68,18.37,EcoRetiro SA
RES-001649,2020-01-27,2020,1,Plástico,"Film, espumas y plásticos varios",11.16,0.0,11.16,EcoRetiro SA
RES-001650,2020-01-27,2020,1,E-waste,Componentes y productos defectuosos,6.82,1.21,5.62,EcoRetiro SA
RES-001651,2020-01-27,2020,1,Pilas y baterías,Pilas agotadas y baterías de litio,2.22,0.44,1.79,EcoRetiro SA
RES-001652,2020-01-27,2020,1,Residuo general,Residuos de oficina y comedor,8.54,0.0,8.54,EcoRetiro SA
RES-001653,2020-01-27,2020,1,Papel y cartón of.,Papel de impresión y documentos,3.58,0.6,2.98,VerdeLogística
RES-001654,2020-02-03,2020,2,Embalaje cartón,Cajas y embalajes de productos,28.95,4.91,24.04,EcoRetiro SA
RES-001655,2020-02-03,2020,2,Plástico,"Film, espumas y plásticos varios",13.47,0.0,13.47,VerdeLogística
RES-001656,2020-02-03,2020,2,E-waste,Componentes y productos defectuosos,6.11,1.22,4.89,EcoRetiro SA
RES-001657,2020-02-03,2020,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.02,0.36,1.66,Municipal
RES-001658,2020-02-03,2020,2,Residuo general,Residuos de oficina y comedor,7.78,0.0,7.78,EcoRetiro SA
RES-001659,2020-02-03,2020,2,Papel y cartón of.,Papel de impresión y documentos,2.38,0.32,2.07,Municipal
RES-001660,2020-02-10,2020,2,Embalaje cartón,Cajas y embalajes de productos,24.54,3.58,20.96,VerdeLogística
RES-001661,2020-02-10,2020,2,Plástico,"Film, espumas y plásticos varios",10.7,0.0,10.7,EcoRetiro SA
RES-001662,2020-02-10,2020,2,E-waste,Componentes y productos defectuosos,5.8,0.75,5.05,VerdeLogística
RES-001663,2020-02-10,2020,2,Pilas y baterías,Pilas agotadas y baterías de litio,1.99,0.36,1.63,VerdeLogística
RES-001664,2020-02-10,2020,2,Residuo general,Residuos de oficina y comedor,9.81,0.0,9.81,Municipal
RES-001665,2020-02-10,2020,2,Papel y cartón of.,Papel de impresión y documentos,3.02,0.45,2.56,EcoRetiro SA
RES-001666,2020-02-17,2020,2,Embalaje cartón,Cajas y embalajes de productos,18.84,3.21,15.63,VerdeLogística
RES-001667,2020-02-17,2020,2,Plástico,"Film, espumas y plásticos varios",8.74,0.0,8.74,VerdeLogística
RES-001668,2020-02-17,2020,2,E-waste,Componentes y productos defectuosos,5.76,1.05,4.7,Municipal
RES-001669,2020-02-17,2020,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.33,0.44,1.89,Municipal
RES-001670,2020-02-17,2020,2,Residuo general,Residuos de oficina y comedor,7.37,0.0,7.37,VerdeLogística
RES-001671,2020-02-17,2020,2,Papel y cartón of.,Papel de impresión y documentos,3.55,0.54,3.01,VerdeLogística
RES-001672,2020-02-24,2020,2,Embalaje cartón,Cajas y embalajes de productos,26.18,4.81,21.36,Municipal
RES-001673,2020-02-24,2020,2,Plástico,"Film, espumas y plásticos varios",10.45,0.0,10.45,EcoRetiro SA
RES-001674,2020-02-24,2020,2,E-waste,Componentes y productos defectuosos,5.02,0.82,4.2,Municipal
RES-001675,2020-02-24,2020,2,Pilas y baterías,Pilas agotadas y baterías de litio,2.37,0.41,1.96,EcoRetiro SA
RES-001676,2020-02-24,2020,2,Residuo general,Residuos de oficina y comedor,8.82,0.0,8.82,VerdeLogística
RES-001677,2020-02-24,2020,2,Papel y cartón of.,Papel de impresión y documentos,2.94,0.68,2.26,VerdeLogística
RES-001678,2020-03-02,2020,3,Embalaje cartón,Cajas y embalajes de productos,1.23,0.25,0.98,EcoRetiro SA
RES-001679,2020-03-02,2020,3,Plástico,"Film, espumas y plásticos varios",0.7,0.0,0.7,Municipal
RES-001680,2020-03-02,2020,3,E-waste,Componentes y productos defectuosos,0.5,0.09,0.41,Municipal
RES-001681,2020-03-02,2020,3,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.06,0.44,EcoRetiro SA
RES-001682,2020-03-02,2020,3,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,Municipal
RES-001683,2020-03-02,2020,3,Papel y cartón of.,Papel de impresión y documentos,0.5,0.08,0.42,Municipal
RES-001684,2020-03-09,2020,3,Embalaje cartón,Cajas y embalajes de productos,1.07,0.19,0.87,VerdeLogística
RES-001685,2020-03-09,2020,3,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,Municipal
RES-001686,2020-03-09,2020,3,E-waste,Componentes y productos defectuosos,0.5,0.1,0.4,VerdeLogística
RES-001687,2020-03-09,2020,3,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.1,0.4,Municipal
RES-001688,2020-03-09,2020,3,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,EcoRetiro SA
RES-001689,2020-03-09,2020,3,Papel y cartón of.,Papel de impresión y documentos,0.5,0.09,0.41,VerdeLogística
RES-001690,2020-03-16,2020,3,Embalaje cartón,Cajas y embalajes de productos,1.02,0.17,0.85,EcoRetiro SA
RES-001691,2020-03-16,2020,3,Plástico,"Film, espumas y plásticos varios",0.51,0.0,0.51,Municipal
RES-001692,2020-03-16,2020,3,E-waste,Componentes y productos defectuosos,0.5,0.1,0.4,VerdeLogística
RES-001693,2020-03-16,2020,3,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.09,0.41,VerdeLogística
RES-001694,2020-03-16,2020,3,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,EcoRetiro SA
RES-001695,2020-03-16,2020,3,Papel y cartón of.,Papel de impresión y documentos,0.5,0.09,0.41,EcoRetiro SA
RES-001696,2020-03-23,2020,3,Embalaje cartón,Cajas y embalajes de productos,1.34,0.25,1.09,VerdeLogística
RES-001697,2020-03-23,2020,3,Plástico,"Film, espumas y plásticos varios",0.53,0.0,0.53,EcoRetiro SA
RES-001698,2020-03-23,2020,3,E-waste,Componentes y productos defectuosos,0.5,0.08,0.42,EcoRetiro SA
RES-001699,2020-03-23,2020,3,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.08,0.42,EcoRetiro SA
RES-001700,2020-03-23,2020,3,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,VerdeLogística
RES-001701,2020-03-23,2020,3,Papel y cartón of.,Papel de impresión y documentos,0.5,0.09,0.41,EcoRetiro SA
RES-001702,2020-03-30,2020,3,Embalaje cartón,Cajas y embalajes de productos,1.32,0.24,1.08,Municipal
RES-001703,2020-03-30,2020,3,Plástico,"Film, espumas y plásticos varios",0.55,0.0,0.55,EcoRetiro SA
RES-001704,2020-03-30,2020,3,E-waste,Componentes y productos defectuosos,0.5,0.08,0.42,EcoRetiro SA
RES-001705,2020-03-30,2020,3,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.09,0.41,EcoRetiro SA
RES-001706,2020-03-30,2020,3,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,Municipal
RES-001707,2020-03-30,2020,3,Papel y cartón of.,Papel de impresión y documentos,0.5,0.1,0.4,VerdeLogística
RES-001708,2020-04-06,2020,4,Embalaje cartón,Cajas y embalajes de productos,1.25,0.55,0.71,Municipal
RES-001709,2020-04-06,2020,4,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,VerdeLogística
RES-001710,2020-04-06,2020,4,E-waste,Componentes y productos defectuosos,0.5,0.21,0.29,VerdeLogística
RES-001711,2020-04-06,2020,4,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.2,0.3,VerdeLogística
RES-001712,2020-04-06,2020,4,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,VerdeLogística
RES-001713,2020-04-06,2020,4,Papel y cartón of.,Papel de impresión y documentos,0.5,0.21,0.29,VerdeLogística
RES-001714,2020-04-13,2020,4,Embalaje cartón,Cajas y embalajes de productos,1.15,0.51,0.63,EcoRetiro SA
RES-001715,2020-04-13,2020,4,Plástico,"Film, espumas y plásticos varios",0.67,0.0,0.67,EcoRetiro SA
RES-001716,2020-04-13,2020,4,E-waste,Componentes y productos defectuosos,0.5,0.23,0.27,Municipal
RES-001717,2020-04-13,2020,4,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.24,0.26,EcoRetiro SA
RES-001718,2020-04-13,2020,4,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,EcoRetiro SA
RES-001719,2020-04-13,2020,4,Papel y cartón of.,Papel de impresión y documentos,0.5,0.22,0.28,EcoRetiro SA
RES-001720,2020-04-20,2020,4,Embalaje cartón,Cajas y embalajes de productos,1.37,0.55,0.81,Municipal
RES-001721,2020-04-20,2020,4,Plástico,"Film, espumas y plásticos varios",0.61,0.0,0.61,VerdeLogística
RES-001722,2020-04-20,2020,4,E-waste,Componentes y productos defectuosos,0.5,0.22,0.28,VerdeLogística
RES-001723,2020-04-20,2020,4,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.18,0.32,EcoRetiro SA
RES-001724,2020-04-20,2020,4,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,Municipal
RES-001725,2020-04-20,2020,4,Papel y cartón of.,Papel de impresión y documentos,0.5,0.2,0.3,VerdeLogística
RES-001726,2020-04-27,2020,4,Embalaje cartón,Cajas y embalajes de productos,1.08,0.54,0.53,VerdeLogística
RES-001727,2020-04-27,2020,4,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,Municipal
RES-001728,2020-04-27,2020,4,E-waste,Componentes y productos defectuosos,0.5,0.22,0.28,VerdeLogística
RES-001729,2020-04-27,2020,4,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.18,0.32,Municipal
RES-001730,2020-04-27,2020,4,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,EcoRetiro SA
RES-001731,2020-04-27,2020,4,Papel y cartón of.,Papel de impresión y documentos,0.5,0.2,0.3,Municipal
RES-001732,2020-05-04,2020,5,Embalaje cartón,Cajas y embalajes de productos,1.44,0.6,0.84,VerdeLogística
RES-001733,2020-05-04,2020,5,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,VerdeLogística
RES-001734,2020-05-04,2020,5,E-waste,Componentes y productos defectuosos,0.5,0.21,0.29,Municipal
RES-001735,2020-05-04,2020,5,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.23,0.27,Municipal
RES-001736,2020-05-04,2020,5,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,Municipal
RES-001737,2020-05-04,2020,5,Papel y cartón of.,Papel de impresión y documentos,0.5,0.21,0.29,VerdeLogística
RES-001738,2020-05-11,2020,5,Embalaje cartón,Cajas y embalajes de productos,1.21,0.48,0.73,VerdeLogística
RES-001739,2020-05-11,2020,5,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,VerdeLogística
RES-001740,2020-05-11,2020,5,E-waste,Componentes y productos defectuosos,0.5,0.2,0.3,EcoRetiro SA
RES-001741,2020-05-11,2020,5,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.2,0.3,EcoRetiro SA
RES-001742,2020-05-11,2020,5,Residuo general,Residuos de oficina y comedor,0.55,0.0,0.55,Municipal
RES-001743,2020-05-11,2020,5,Papel y cartón of.,Papel de impresión y documentos,0.5,0.19,0.31,Municipal
RES-001744,2020-05-18,2020,5,Embalaje cartón,Cajas y embalajes de productos,1.27,0.45,0.82,EcoRetiro SA
RES-001745,2020-05-18,2020,5,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,VerdeLogística
RES-001746,2020-05-18,2020,5,E-waste,Componentes y productos defectuosos,0.5,0.21,0.29,EcoRetiro SA
RES-001747,2020-05-18,2020,5,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.21,0.29,Municipal
RES-001748,2020-05-18,2020,5,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,VerdeLogística
RES-001749,2020-05-18,2020,5,Papel y cartón of.,Papel de impresión y documentos,0.5,0.24,0.26,VerdeLogística
RES-001750,2020-05-25,2020,5,Embalaje cartón,Cajas y embalajes de productos,1.27,0.45,0.82,EcoRetiro SA
RES-001751,2020-05-25,2020,5,Plástico,"Film, espumas y plásticos varios",0.5,0.0,0.5,VerdeLogística
RES-001752,2020-05-25,2020,5,E-waste,Componentes y productos defectuosos,0.5,0.19,0.31,VerdeLogística
RES-001753,2020-05-25,2020,5,Pilas y baterías,Pilas agotadas y baterías de litio,0.5,0.2,0.3,VerdeLogística
RES-001754,2020-05-25,2020,5,Residuo general,Residuos de oficina y comedor,0.5,0.0,0.5,Municipal
RES-001755,2020-05-25,2020,5,Papel y cartón of.,Papel de impresión y documentos,0.5,0.22,0.28,EcoRetiro SA
RES-001756,2020-06-01,2020,6,Embalaje cartón,Cajas y embalajes de productos,10.91,4.76,6.15,EcoRetiro SA
RES-001757,2020-06-01,2020,6,Plástico,"Film, espumas y plásticos varios",3.09,0.0,3.09,Municipal
RES-001758,2020-06-01,2020,6,E-waste,Componentes y productos defectuosos,2.07,0.83,1.24,VerdeLogística
RES-001759,2020-06-01,2020,6,Pilas y baterías,Pilas agotadas y baterías de litio,0.81,0.35,0.47,Municipal
RES-001760,2020-06-01,2020,6,Residuo general,Residuos de oficina y comedor,2.71,0.0,2.71,VerdeLogística
RES-001761,2020-06-01,2020,6,Papel y cartón of.,Papel de impresión y documentos,1.15,0.47,0.68,VerdeLogística
RES-001762,2020-06-08,2020,6,Embalaje cartón,Cajas y embalajes de productos,6.83,2.31,4.51,Municipal
RES-001763,2020-06-08,2020,6,Plástico,"Film, espumas y plásticos varios",4.06,0.0,4.06,VerdeLogística
RES-001764,2020-06-08,2020,6,E-waste,Componentes y productos defectuosos,2.4,1.03,1.37,Municipal
RES-001765,2020-06-08,2020,6,Pilas y baterías,Pilas agotadas y baterías de litio,0.86,0.42,0.44,EcoRetiro SA
RES-001766,2020-06-08,2020,6,Residuo general,Residuos de oficina y comedor,2.64,0.0,2.64,EcoRetiro SA
RES-001767,2020-06-08,2020,6,Papel y cartón of.,Papel de impresión y documentos,1.01,0.46,0.55,VerdeLogística
RES-001768,2020-06-15,2020,6,Embalaje cartón,Cajas y embalajes de productos,10.86,4.25,6.61,EcoRetiro SA
RES-001769,2020-06-15,2020,6,Plástico,"Film, espumas y plásticos varios",4.39,0.0,4.39,Municipal
RES-001770,2020-06-15,2020,6,E-waste,Componentes y productos defectuosos,1.96,0.84,1.12,EcoRetiro SA
RES-001771,2020-06-15,2020,6,Pilas y baterías,Pilas agotadas y baterías de litio,0.71,0.31,0.41,EcoRetiro SA
RES-001772,2020-06-15,2020,6,Residuo general,Residuos de oficina y comedor,2.39,0.0,2.39,VerdeLogística
RES-001773,2020-06-15,2020,6,Papel y cartón of.,Papel de impresión y documentos,1.31,0.46,0.85,VerdeLogística
RES-001774,2020-06-22,2020,6,Embalaje cartón,Cajas y embalajes de productos,7.72,3.66,4.06,VerdeLogística
RES-001775,2020-06-22,2020,6,Plástico,"Film, espumas y plásticos varios",4.81,0.0,4.81,VerdeLogística
RES-001776,2020-06-22,2020,6,E-waste,Componentes y productos defectuosos,1.91,0.93,0.99,Municipal
RES-001777,2020-06-22,2020,6,Pilas y baterías,Pilas agotadas y baterías de litio,0.9,0.39,0.51,VerdeLogística
RES-001778,2020-06-22,2020,6,Residuo general,Residuos de oficina y comedor,2.63,0.0,2.63,EcoRetiro SA
RES-001779,2020-06-22,2020,6,Papel y cartón of.,Papel de impresión y documentos,1.37,0.57,0.81,EcoRetiro SA
RES-001780,2020-06-29,2020,6,Embalaje cartón,Cajas y embalajes de productos,9.6,3.16,6.44,Municipal
RES-001781,2020-06-29,2020,6,Plástico,"Film, espumas y plásticos varios",3.37,0.0,3.37,EcoRetiro SA
RES-001782,2020-06-29,2020,6,E-waste,Componentes y productos defectuosos,1.89,0.8,1.09,EcoRetiro SA
RES-001783,2020-06-29,2020,6,Pilas y baterías,Pilas agotadas y baterías de litio,0.72,0.29,0.43,Municipal
RES-001784,2020-06-29,2020,6,Residuo general,Residuos de oficina y comedor,2.83,0.0,2.83,EcoRetiro SA
RES-001785,2020-06-29,2020,6,Papel y cartón of.,Papel de impresión y documentos,1.0,0.35,0.65,Municipal
RES-001786,2020-07-06,2020,7,Embalaje cartón,Cajas y embalajes de productos,13.16,5.4,7.76,Municipal
RES-001787,2020-07-06,2020,7,Plástico,"Film, espumas y plásticos varios",6.28,0.0,6.28,Municipal
RES-001788,2020-07-06,2020,7,E-waste,Componentes y productos defectuosos,3.17,1.38,1.78,EcoRetiro SA
RES-001789,2020-07-06,2020,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.06,0.44,0.62,EcoRetiro SA
RES-001790,2020-07-06,2020,7,Residuo general,Residuos de oficina y comedor,3.3,0.0,3.3,VerdeLogística
RES-001791,2020-07-06,2020,7,Papel y cartón of.,Papel de impresión y documentos,1.61,0.49,1.12,Municipal
RES-001792,2020-07-13,2020,7,Embalaje cartón,Cajas y embalajes de productos,11.59,4.25,7.34,VerdeLogística
RES-001793,2020-07-13,2020,7,Plástico,"Film, espumas y plásticos varios",6.16,0.0,6.16,EcoRetiro SA
RES-001794,2020-07-13,2020,7,E-waste,Componentes y productos defectuosos,3.44,1.6,1.84,Municipal
RES-001795,2020-07-13,2020,7,Pilas y baterías,Pilas agotadas y baterías de litio,0.95,0.43,0.52,Municipal
RES-001796,2020-07-13,2020,7,Residuo general,Residuos de oficina y comedor,4.07,0.0,4.07,VerdeLogística
RES-001797,2020-07-13,2020,7,Papel y cartón of.,Papel de impresión y documentos,2.26,0.93,1.33,EcoRetiro SA
RES-001798,2020-07-20,2020,7,Embalaje cartón,Cajas y embalajes de productos,17.5,9.47,8.04,VerdeLogística
RES-001799,2020-07-20,2020,7,Plástico,"Film, espumas y plásticos varios",6.0,0.0,6.0,Municipal
RES-001800,2020-07-20,2020,7,E-waste,Componentes y productos defectuosos,4.14,1.68,2.46,Municipal
RES-001801,2020-07-20,2020,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.42,0.59,0.83,Municipal
RES-001802,2020-07-20,2020,7,Residuo general,Residuos de oficina y comedor,4.83,0.0,4.83,Municipal
RES-001803,2020-07-20,2020,7,Papel y cartón of.,Papel de impresión y documentos,1.92,0.79,1.13,EcoRetiro SA
RES-001804,2020-07-27,2020,7,Embalaje cartón,Cajas y embalajes de productos,10.97,3.98,6.99,VerdeLogística
RES-001805,2020-07-27,2020,7,Plástico,"Film, espumas y plásticos varios",6.63,0.0,6.63,Municipal
RES-001806,2020-07-27,2020,7,E-waste,Componentes y productos defectuosos,3.36,1.55,1.81,Municipal
RES-001807,2020-07-27,2020,7,Pilas y baterías,Pilas agotadas y baterías de litio,1.1,0.45,0.65,VerdeLogística
RES-001808,2020-07-27,2020,7,Residuo general,Residuos de oficina y comedor,4.22,0.0,4.22,Municipal
RES-001809,2020-07-27,2020,7,Papel y cartón of.,Papel de impresión y documentos,1.34,0.54,0.79,VerdeLogística
RES-001810,2020-08-03,2020,8,Embalaje cartón,Cajas y embalajes de productos,13.44,5.64,7.8,Municipal
RES-001811,2020-08-03,2020,8,Plástico,"Film, espumas y plásticos varios",5.43,0.0,5.43,EcoRetiro SA
RES-001812,2020-08-03,2020,8,E-waste,Componentes y productos defectuosos,3.93,1.56,2.38,Municipal
RES-001813,2020-08-03,2020,8,Pilas y baterías,Pilas agotadas y baterías de litio,1.34,0.58,0.76,VerdeLogística
RES-001814,2020-08-03,2020,8,Residuo general,Residuos de oficina y comedor,4.48,0.0,4.48,Municipal
RES-001815,2020-08-03,2020,8,Papel y cartón of.,Papel de impresión y documentos,1.98,0.8,1.18,EcoRetiro SA
RES-001816,2020-08-10,2020,8,Embalaje cartón,Cajas y embalajes de productos,13.0,5.26,7.74,Municipal
